物件名,所在地,家賃,面積,坪数,飲食可否,掲載サイト,詳細URL,住所取得可否,latitude,longitude,家賃数値,面積数値,坪数数値,家賃_円,面積_㎡_補正,坪数_補正,立地区分,店舗規模,物件タイプ推定,階数判定,駐車場判定,坪単価,事業成立パターン,不足理由,推奨カフェモデル,推定席数,原価率,人件費率,利益率,想定客単価,その他固定費,月間固定費,必要月商,必要日商_26日営業,必要月間客数,必要日客数_26日営業,理論必要日客数,推奨必要日客数,初期投資下限,初期投資上限,初期投資中央値,事業成立性スコア,評価点,評価ランク,評価コメント,ダッシュボード表示コメント,seongsu_rank,seongsu_fit_score,seongsu_fit_stars,seongsu_fit_type,ブランド順位,星評価,ブランド適合度,ブランドタイプ
貸店舗（一部） クイーンズスクエア第２ビル 3-C,香川県高松市瓦町１丁目,4.4 万円,22.47㎡,6.79坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f3b317/,取得済み,34.3178937,133.8417036,4.4,22.47,6.79,44000.0,22.47,6.79,中心街,極小,店舗系,不明,不明,6480.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,5.0,0.33,0.26,0.1,1400,80000.0,124000.0,400000.0,15385.0,286.0,11.0,11.0,20.0,2580200.0,5432000.0,4006100.0,100,100,A,推奨必要日客数20人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き / 席数に対する必要回転数は高め,"中心街・高単価型。必要月商400,000円、必要日客数11人が目安。",75.0,45.6,★★☆☆☆,実装難度高,75.0,★★☆☆☆,45.6,実装難度高
貸店舗（一部） 宮脇町ビル 東,香川県高松市宮脇町１丁目,4.5 万円,44.19㎡,13.36坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-67c006c873b679516875e115/,取得済み,34.3448764,134.0348642,4.5,44.19,13.36,45000.0,44.19,13.36,準中心街,小規模,店舗系,不明,不明,3368.0,準中心街・生活圏型,,要個別検討,12.0,0.3,0.25,0.1,1000,100000.0,145000.0,414286.0,15934.0,414.0,16.0,16.0,24.0,4008000.0,9352000.0,6680000.0,87,87,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 席数に対する必要回転数は低め,"準中心街・生活圏型。必要月商414,286円、必要日客数16人が目安。",53.0,51.8,★★☆☆☆,実装難度高,53.0,★★☆☆☆,51.8,実装難度高
貸店舗（一部） 飲食店募集　ウイングポート　１Ｆ　２０．７３㎡ 1階一部,香川県高松市香川町大野,5 万円,20.73㎡,6.27坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-6628b3b9d9cbec77c6d93594/,取得済み,34.2679345,134.0181254,5.0,20.73,6.27,50000.0,20.73,6.27,郊外,極小,店舗系,1階・路面想定,不明,7974.0,低固定費・小商圏型,,テイクアウト・スタンド型カフェ,5.0,0.28,0.22,0.1,750,80000.0,130000.0,325000.0,12500.0,433.0,17.0,17.0,22.0,1128600.0,2508000.0,1818300.0,95,95,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定 / 郊外で駐車場確認必要 / 低客数で成立しやすい / 席数に対する必要回転数は高め,"低固定費・小商圏型。必要月商325,000円、必要日客数17人が目安。",84.0,41.2,★☆☆☆☆,実装難度高,84.0,★☆☆☆☆,41.2,実装難度高
貸店舗（一部） クイーンズスクエア第２ビル 5-C,香川県高松市瓦町１丁目,5 万円,26.69㎡,8.07坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,取得済み,34.3178937,133.8417036,5.0,26.69,8.07,50000.0,26.69,8.07,中心街,極小,店舗系,不明,不明,6196.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,6.0,0.33,0.26,0.1,1400,80000.0,130000.0,419355.0,16129.0,300.0,12.0,12.0,21.0,3066600.0,6456000.0,4761300.0,92,92,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商419,355円、必要日客数12人が目安。",64.0,47.8,★★☆☆☆,実装難度高,64.0,★★☆☆☆,47.8,実装難度高
貸店舗（一部） クイーンズスクエア第２ビル 3-B,香川県高松市瓦町１丁目,5.28 万円,24.70㎡,7.47坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-555b55d54249423b71542600/,取得済み,34.3178937,133.8417036,5.28,24.7,7.47,52800.0,24.7,7.47,中心街,極小,店舗系,不明,不明,7068.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,6.0,0.33,0.26,0.1,1400,80000.0,132800.0,428387.0,16476.0,306.0,12.0,12.0,21.0,2838600.0,5976000.0,4407300.0,92,92,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商428,387円、必要日客数12人が目安。",78.0,45.0,★★☆☆☆,実装難度高,78.0,★★☆☆☆,45.0,実装難度高
貸店舗（一部） クイーンズスクエア第２ 7-B,香川県高松市瓦町１丁目,5.5 万円,31.57㎡,9.54坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/,取得済み,34.3178937,133.8417036,5.5,31.57,9.54,55000.0,31.57,9.54,中心街,極小,店舗系,不明,不明,5765.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,8.0,0.33,0.26,0.1,1400,80000.0,135000.0,435484.0,16749.0,311.0,12.0,12.0,22.0,3625200.0,7632000.0,5628600.0,92,92,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商435,484円、必要日客数12人が目安。",61.0,47.8,★★☆☆☆,実装難度高,61.0,★★☆☆☆,47.8,実装難度高
貸店舗（一部） クイーンズスクエアービル第２ 6-C,香川県高松市瓦町１丁目,5.5 万円,29.55㎡,8.93坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/,取得済み,34.3178937,133.8417036,5.5,29.55,8.93,55000.0,29.55,8.93,中心街,極小,店舗系,不明,不明,6159.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,7.0,0.33,0.26,0.1,1400,80000.0,135000.0,435484.0,16749.0,311.0,12.0,12.0,22.0,3393400.0,7144000.0,5268700.0,92,92,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商435,484円、必要日客数12人が目安。",60.0,47.8,★★☆☆☆,実装難度高,60.0,★★☆☆☆,47.8,実装難度高
貸店舗・事務所(一部) 高松市 今里町１丁目 (栗林公園駅) の貸店舗・事務所(一部),香川県高松市今里町１丁目,6 万円,37.50㎡,11.34坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-653cce171dae78356cd1ee74/,取得済み,34.3257633,134.0570519,6.0,37.5,11.34,60000.0,37.5,11.34,準中心街,極小,店舗系,不明,不明,5291.0,準中心街・生活圏型,,要個別検討,10.0,0.3,0.25,0.1,1000,80000.0,140000.0,400000.0,15385.0,400.0,15.0,15.0,23.0,3402000.0,7938000.0,5670000.0,87,87,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可,"準中心街・生活圏型。必要月商400,000円、必要日客数15人が目安。",54.0,51.8,★★☆☆☆,実装難度高,54.0,★★☆☆☆,51.8,実装難度高
貸店舗（一部） ソウゲンビル 5階,香川県高松市鍛冶屋町,6.05 万円,31.60㎡,9.55坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69cf5969be5a90e31cbaa050/,取得済み,34.3428604,134.0487343,6.05,31.6,9.55,60500.0,31.6,9.55,中心街,極小,店舗系,不明,不明,6335.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,8.0,0.33,0.26,0.1,1400,80000.0,140500.0,453226.0,17432.0,324.0,12.0,12.0,22.0,3629000.0,7640000.0,5634500.0,92,92,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商453,226円、必要日客数12人が目安。",63.0,47.8,★★☆☆☆,実装難度高,63.0,★★☆☆☆,47.8,実装難度高
貸店舗（一部） クイーンズスクエア第２ 5-B,香川県高松市瓦町１丁目,6.05 万円,32.32㎡,9.77坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,取得済み,34.3178937,133.8417036,6.05,32.32,9.77,60500.0,32.32,9.77,中心街,極小,店舗系,不明,不明,6192.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,8.0,0.33,0.26,0.1,1400,80000.0,140500.0,453226.0,17432.0,324.0,12.0,12.0,22.0,3712600.0,7816000.0,5764300.0,92,92,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商453,226円、必要日客数12人が目安。",62.0,47.8,★★☆☆☆,実装難度高,62.0,★★☆☆☆,47.8,実装難度高
貸店舗（一部） 松本ビル 1階,香川県高松市室新町,6.2 万円,31.29㎡,9.46坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69522eecc37dc1729e1f21f0/,取得済み,34.2609473,134.034365,6.2,31.29,9.46,62000.0,31.29,9.46,不明,極小,店舗系,1階・路面想定,不明,6554.0,低固定費・小商圏型,,テイクアウト・スタンド型カフェ,8.0,0.28,0.22,0.1,750,80000.0,142000.0,355000.0,13654.0,473.0,18.0,18.0,24.0,1702800.0,3784000.0,2743400.0,100,100,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定 / 低客数で成立しやすい,"低固定費・小商圏型。必要月商355,000円、必要日客数18人が目安。",83.0,41.2,★☆☆☆☆,実装難度高,83.0,★☆☆☆☆,41.2,実装難度高
貸店舗（一部） 小林店舗 １階　東,香川県高松市古馬場町,7.15 万円,18.90㎡,5.71坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/,取得済み,34.3425721,134.0518077,7.15,18.9,5.71,71500.0,18.9,5.71,中心街,極小,店舗系,1階・路面想定,不明,12522.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,5.0,0.33,0.26,0.1,1400,80000.0,151500.0,488710.0,18797.0,349.0,13.0,13.0,24.0,2169800.0,4568000.0,3368900.0,100,100,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定 / 小規模高単価モデル向き / 席数に対する必要回転数は高め,"中心街・高単価型。必要月商488,710円、必要日客数13人が目安。",67.0,46.9,★★☆☆☆,実装難度高,67.0,★★☆☆☆,46.9,実装難度高
貸店舗（一部） ＡＫビル片原町Ⅱ　２階　北東 （２０１）,香川県高松市片原町,7.7 万円,40.00㎡,12.09坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-684fade320d8493430490ebe/,取得済み,34.3458826,134.0543651,7.7,40.0,12.09,77000.0,40.0,12.09,中心街,小規模,店舗系,上階・地下想定,不明,6369.0,中心街・高単価型,,隠れ家・予約寄り高単価カフェ,11.0,0.34,0.27,0.1,1600,100000.0,177000.0,610345.0,23475.0,381.0,15.0,15.0,29.0,4836000.0,10276500.0,7556250.0,79,79,B,推奨必要日客数30人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可 / 上階・地下で集客難度あり / 小規模高単価モデル向き,"中心街・高単価型。必要月商610,345円、必要日客数15人が目安。",50.0,55.4,★★☆☆☆,実装難度高,50.0,★★☆☆☆,55.4,実装難度高
貸店舗（一部） クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,7.7 万円,41.50㎡,12.55坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/,取得済み,34.3178937,133.8417036,7.7,41.5,12.55,77000.0,41.5,12.55,中心街,小規模,店舗系,不明,不明,6135.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,11.0,0.33,0.26,0.1,1400,100000.0,177000.0,570968.0,21960.0,408.0,16.0,16.0,28.0,4769000.0,10040000.0,7404500.0,87,87,A,推奨必要日客数30人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商570,968円、必要日客数16人が目安。",44.0,58.1,★★☆☆☆,実装難度高,44.0,★★☆☆☆,58.1,実装難度高
貸店舗（一部） クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,7.7 万円,22.16㎡,6.70坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/,取得済み,34.3400205,134.0501426,7.7,22.16,6.7,77000.0,22.16,6.7,中心街,極小,店舗系,1階・路面想定,不明,11493.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,5.0,0.33,0.26,0.1,1400,80000.0,157000.0,506452.0,19479.0,362.0,14.0,14.0,25.0,2546000.0,5360000.0,3953000.0,95,95,A,推奨必要日客数30人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定 / 小規模高単価モデル向き / 席数に対する必要回転数は高め,"中心街・高単価型。必要月商506,452円、必要日客数14人が目安。",55.0,48.5,★★☆☆☆,実装難度高,55.0,★★☆☆☆,48.5,実装難度高
貸店舗（一部） 高松市 香川町寺井 (空港通り駅) の貸店舗（一部）,香川県高松市香川町寺井,8.8 万円,63.44㎡,19.19坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5af17282e5a69c474d30150d/,取得済み,34.2723454,134.034955,8.8,63.44,19.19,88000.0,63.44,19.19,郊外,小規模,店舗系,不明,不明,4586.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,17.0,0.29,0.23,0.1,900,100000.0,188000.0,494737.0,19028.0,550.0,21.0,21.0,30.0,4797500.0,10554500.0,7676000.0,87,87,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 郊外で駐車場確認必要 / 低客数で成立しやすい / 席数に対する必要回転数は低め,"低固定費・小商圏型。必要月商494,737円、必要日客数21人が目安。",41.0,59.2,★★☆☆☆,実装難度高,41.0,★★☆☆☆,59.2,実装難度高
貸店舗（一部） ソリッド 4D,香川県高松市古馬場町,11 万円,42.08㎡,12.72坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/,取得済み,34.3425721,134.0518077,11.0,42.08,12.72,110000.0,42.08,12.72,中心街,小規模,店舗系,不明,不明,8648.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,11.0,0.33,0.26,0.1,1400,100000.0,210000.0,677419.0,26055.0,484.0,19.0,19.0,33.0,4833600.0,10176000.0,7504800.0,77,77,B,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商677,419円、必要日客数19人が目安。",45.0,57.4,★★☆☆☆,実装難度高,45.0,★★☆☆☆,57.4,実装難度高
貸店舗（一部） 高松市 扇町２丁目 (昭和町駅) の貸店舗（一部）,香川県高松市扇町２丁目,13.2 万円,135.25㎡,40.91坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-67f20f823d177354830cb311/,取得済み,34.3436406,134.0266638,13.2,135.25,40.91,132000.0,135.25,40.91,準中心街,大型,店舗系,不明,不明,3227.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,45.0,0.34,0.29,0.1,1250,250000.0,382000.0,1414815.0,54416.0,1132.0,44.0,44.0,78.0,17182200.0,36819000.0,27000600.0,10,10,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資が重い / 飲食可 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商1,414,815円、必要日客数44人が目安。",22.0,67.6,★★★☆☆,標準テナント実装型,22.0,★★★☆☆,67.6,標準テナント実装型
貸店舗（一部） ＡＫビル片原町Ⅱ　２階　北西 （２０２号）,香川県高松市片原町,13.2 万円,69.48㎡,21.01坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-684a89ea243a5b1d0deb1257/,取得済み,34.3458826,134.0543651,13.2,69.48,21.01,132000.0,69.48,21.01,中心街,中規模,店舗系,上階・地下想定,不明,6283.0,中心街・高回転型,,中心街目的来店・回転型カフェ,21.0,0.31,0.25,0.1,1100,160000.0,292000.0,858824.0,33032.0,781.0,30.0,30.0,51.0,6723200.0,14707000.0,10715100.0,34,34,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 上階・地下で集客難度あり,"中心街・高回転型。必要月商858,824円、必要日客数30人が目安。",17.0,68.8,★★★☆☆,標準テナント実装型,17.0,★★★☆☆,68.8,標準テナント実装型
貸店舗（一部） 大内ビル 1階,香川県高松市今新町,15 万円,69.03㎡,20.88坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-6833f5d6c196ea30e30ea1ee/,取得済み,34.2609473,134.034365,15.0,69.03,20.88,150000.0,69.03,20.88,中心街,中規模,店舗系,1階・路面想定,不明,7184.0,中心街・高回転型,,中心街ランチ・高回転型カフェ,21.0,0.32,0.26,0.1,1050,160000.0,310000.0,968750.0,37260.0,923.0,35.0,35.0,57.0,6264000.0,13572000.0,9918000.0,50,50,C,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定,"中心街・高回転型。必要月商968,750円、必要日客数35人が目安。",5.0,75.0,★★★★☆,標準テナント実装型,5.0,★★★★☆,75.0,標準テナント実装型
貸店舗（一部） 常盤町Ｋ店舗 2階,香川県高松市常磐町１丁目,15.4 万円,75.44㎡,22.82坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-67c2a5191f9c584e0ffb8c6a/,取得済み,34.3387776,134.0510854,15.4,75.44,22.82,154000.0,75.44,22.82,中心街,中規模,店舗系,上階・地下想定,不明,6748.0,中心街・高回転型,,中心街目的来店・回転型カフェ,23.0,0.31,0.25,0.1,1100,160000.0,314000.0,923529.0,35520.0,840.0,32.0,32.0,55.0,7302400.0,15974000.0,11638200.0,34,34,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 上階・地下で集客難度あり,"中心街・高回転型。必要月商923,529円、必要日客数32人が目安。",19.0,68.4,★★★☆☆,標準テナント実装型,19.0,★★★☆☆,68.4,標準テナント実装型
貸店舗（一部） ツゥーフィートビル 5-B,香川県高松市鍛冶屋町,16.5 万円,61.62㎡,18.63坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-682a97c00113b83abe1a03d1/,取得済み,34.3428604,134.0487343,16.5,61.62,18.63,165000.0,61.62,18.63,中心街,小規模,店舗系,不明,不明,8857.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,17.0,0.33,0.26,0.1,1400,100000.0,265000.0,854839.0,32878.0,611.0,23.0,23.0,42.0,7079400.0,14904000.0,10991700.0,59,59,C,推奨必要日客数50人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商854,839円、必要日客数23人が目安。",30.0,64.1,★★★☆☆,小型ミニマム実装型,30.0,★★★☆☆,64.1,小型ミニマム実装型
貸店舗（一部） 京都興産ビル ５F,香川県高松市瓦町１丁目,16.5 万円,116.86㎡,35.34坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,取得済み,34.3178937,133.8417036,16.5,116.86,35.34,165000.0,116.86,35.34,中心街,大型,店舗系,不明,不明,4669.0,中心街・高回転型,,中心街目的来店・回転型カフェ,39.0,0.31,0.25,0.1,1100,250000.0,415000.0,1220588.0,46946.0,1110.0,43.0,43.0,73.0,11308800.0,24738000.0,18023400.0,32,32,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資は重め / 飲食可 / 席数に対する必要回転数は低め,"中心街・高回転型。必要月商1,220,588円、必要日客数43人が目安。",4.0,75.9,★★★★☆,中心街夜カフェ型,4.0,★★★★☆,75.9,中心街夜カフェ型
貸店舗・事務所(一部) 下田井町貸店舗事務所 1階,香川県高松市下田井町,16.5 万円,105.56㎡,31.93坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-68f1b59cc430a27e9e0ec70f/,取得済み,34.293847,134.0928756,16.5,105.56,31.93,165000.0,105.56,31.93,不明,中規模,店舗系,1階・路面想定,不明,5168.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,32.0,0.29,0.23,0.1,900,160000.0,325000.0,855263.0,32895.0,950.0,37.0,37.0,51.0,7982500.0,17561500.0,12772000.0,50,50,C,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定 / 席数に対する必要回転数は低め,"低固定費・小商圏型。必要月商855,263円、必要日客数37人が目安。",16.0,70.5,★★★★☆,標準テナント実装型,16.0,★★★★☆,70.5,標準テナント実装型
貸店舗（一部） 錦町１丁目　小川マンション１階店舗 1階,香川県高松市錦町１丁目,16.5 万円,68.00㎡,20.56坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-699d42258f9bb7ed6b2b1bdd/,取得済み,34.3475208,134.044579,16.5,68.0,20.56,165000.0,68.0,20.56,不明,中規模,店舗系,1階・路面想定,不明,8025.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,21.0,0.29,0.23,0.1,900,160000.0,325000.0,855263.0,32895.0,950.0,37.0,37.0,51.0,5140000.0,11308000.0,8224000.0,50,50,C,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定,"低固定費・小商圏型。必要月商855,263円、必要日客数37人が目安。",28.0,64.5,★★★☆☆,標準テナント実装型,28.0,★★★☆☆,64.5,標準テナント実装型
貸店舗（一部） シャトー古馬場　２階 2階,香川県高松市古馬場町,16.5 万円,65.91㎡,19.93坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055706b417/,取得済み,34.3425721,134.0518077,16.5,65.91,19.93,165000.0,65.91,19.93,中心街,小規模,店舗系,上階・地下想定,不明,8279.0,中心街・高単価型,,隠れ家・予約寄り高単価カフェ,18.0,0.34,0.27,0.1,1600,100000.0,265000.0,913793.0,35146.0,571.0,22.0,22.0,44.0,7972000.0,16940500.0,12456250.0,51,51,C,推奨必要日客数50人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 上階・地下で集客難度あり / 小規模高単価モデル向き,"中心街・高単価型。必要月商913,793円、必要日客数22人が目安。",34.0,61.3,★★★☆☆,小型ミニマム実装型,34.0,★★★☆☆,61.3,小型ミニマム実装型
貸店舗（一括） 高松市 屋島西町 (春日川駅) の貸店舗（一括）,香川県高松市屋島西町,17 万円,132.48㎡,40.07坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/,取得済み,34.241395,134.104442,17.0,132.48,40.07,170000.0,132.48,40.07,郊外,大型,店舗系,不明,不明,4243.0,郊外・駐車場依存型,,郊外生活圏カフェ,44.0,0.31,0.26,0.1,1050,250000.0,420000.0,1272727.0,48951.0,1212.0,47.0,47.0,70.0,11219600.0,24042000.0,17630800.0,27,27,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資は重め / 飲食可 / 郊外で駐車場確認必要 / 席数に対する必要回転数は低め,"郊外・駐車場依存型。必要月商1,272,727円、必要日客数47人が目安。",21.0,68.3,★★★☆☆,標準テナント実装型,21.0,★★★☆☆,68.3,標準テナント実装型
貸店舗（一部） 京都興産ビル 3F,香川県高松市瓦町１丁目,22 万円,116.86㎡,35.34坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/,取得済み,34.3178937,133.8417036,22.0,116.86,35.34,220000.0,116.86,35.34,中心街,大型,店舗系,上階・地下想定,不明,6225.0,中心街・高回転型,,中心街目的来店・回転型カフェ,39.0,0.31,0.25,0.1,1100,250000.0,470000.0,1382353.0,53167.0,1257.0,48.0,48.0,82.0,11308800.0,24738000.0,18023400.0,0,0,D,多客数が必須 / 必要月商150万円以下 / 初期投資は重め / 飲食可 / 上階・地下で集客難度あり / 中心街でも客数ハードル高め,"中心街・高回転型。必要月商1,382,353円、必要日客数48人が目安。",13.0,70.7,★★★★☆,標準テナント実装型,13.0,★★★★☆,70.7,標準テナント実装型
貸店舗（一部） じゃこ丸ビル ５階　南,香川県高松市西の丸町,22 万円,92.00㎡,27.82坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-681acd9ced5168205e52f3c4/,取得済み,34.3488268,134.0484856,22.0,92.0,27.82,220000.0,92.0,27.82,不明,中規模,店舗系,不明,不明,7908.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,28.0,0.29,0.23,0.1,900,160000.0,380000.0,1000000.0,38462.0,1111.0,43.0,43.0,60.0,6955000.0,15301000.0,11128000.0,42,42,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可,"低固定費・小商圏型。必要月商1,000,000円、必要日客数43人が目安。",40.0,59.9,★★☆☆☆,実装難度高,40.0,★★☆☆☆,59.9,実装難度高
貸店舗・事務所(一部) パールコート 1階,香川県高松市百間町,22 万円,124.58㎡,37.68坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69e1f4f32b1cfe70dd417739/,取得済み,34.3451724,134.0528471,22.0,124.58,37.68,220000.0,124.58,37.68,中心街,大型,店舗系,1階・路面想定,不明,5839.0,中心街・高回転型,,中心街ランチ・高回転型カフェ,41.0,0.32,0.26,0.1,1050,250000.0,470000.0,1468750.0,56490.0,1399.0,54.0,54.0,86.0,11304000.0,24492000.0,17898000.0,10,10,D,多客数が必須 / 必要月商150万円以下 / 初期投資は重め / 飲食可 / 1階・路面想定 / 中心街でも客数ハードル高め,"中心街・高回転型。必要月商1,468,750円、必要日客数54人が目安。",1.0,76.8,★★★★★,標準テナント実装型,1.0,★★★★★,76.8,標準テナント実装型
貸店舗（一部） 高松市 百間町 (瓦町駅) の貸店舗（一部）,香川県高松市百間町,22 万円,124.58㎡,37.68坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-68959441674fe57902cecc97/,取得済み,34.3451724,134.0528471,22.0,124.58,37.68,220000.0,124.58,37.68,中心街,大型,店舗系,不明,不明,5839.0,中心街・高回転型,,中心街目的来店・回転型カフェ,41.0,0.31,0.25,0.1,1100,250000.0,470000.0,1382353.0,53167.0,1257.0,48.0,48.0,82.0,12057600.0,26376000.0,19216800.0,2,2,D,多客数が必須 / 必要月商150万円以下 / 初期投資は重め / 飲食可 / 中心街でも客数ハードル高め / 席数に対する必要回転数は低め,"中心街・高回転型。必要月商1,382,353円、必要日客数48人が目安。",9.0,73.0,★★★★☆,標準テナント実装型,9.0,★★★★☆,73.0,標準テナント実装型
