物件名,所在地,家賃,面積,坪数,飲食可否,掲載サイト,詳細URL,住所取得可否,latitude,longitude,家賃数値,面積数値,坪数数値
ＧＭ戸建【飯田町】,高松市飯田町-18-1,,,,確認必要,テナント香川,https://www.tenantkagawa.com/article/search/00002609,取得済み,34.3202048,134.0043584,,,
ＳＫ店舗【屋島西町】,高松市屋島西町-1483-1,,,,確認必要,テナント香川,https://www.tenantkagawa.com/article/search/00002611,取得済み,34.3603444,134.0966033,,,
チェリータウン103【桜町】テナント,高松市桜町2-15-46,,,,確認必要,テナント香川,https://www.tenantkagawa.com/article/search/00002594,未取得,,,,,
ＳＺ店舗1棟貸【国分寺町福家】,高松市国分寺町福家-3871-8,,,,確認必要,テナント香川,https://www.tenantkagawa.com/article/search/00002574,取得済み,34.2790659,133.972223,,,
エトワールビル1F【常磐町】,高松市常盤町1丁目-6-2,,,,確認必要,テナント香川,https://www.tenantkagawa.com/article/search/00002560,取得済み,34.3387776,134.0510854,,,
ＭＮ店舗1Ｆ【香川町川東】,高松市香川町川東上1764番地,,,,可,テナント香川,https://www.tenantkagawa.com/article/search/00002548,未取得,,,,,
ルヴァン店舗1棟貸【高松町】,高松市高松町-466-1,,,,確認必要,テナント香川,https://www.tenantkagawa.com/article/search/00002532,取得済み,34.3303413,134.1183614,,,
ＲＩ事務所【香西本町】,高松市香西本町-365-1,,,,確認必要,テナント香川,https://www.tenantkagawa.com/article/search/00002519,取得済み,34.3506114,134.0024708,,,
ラフォーレナミキ1Ｆ南東号【香西南町】,高松市香西南町-472,,,,確認必要,テナント香川,https://www.tenantkagawa.com/article/search/00002511,取得済み,34.3394484,134.0002361,,,
山下店舗【上之町】,高松市上之町3--9-40,,,,確認必要,テナント香川,https://www.tenantkagawa.com/article/search/00002381,未取得,,,,,
内外テナント1階【国分寺町福家】,高松市国分寺町福家甲823--3,,,,可,テナント香川,https://www.tenantkagawa.com/article/search/00002366,未取得,,,,,
三谷倉庫付事務所１棟貸【木太町】,高松市木太町-3173-18,,,,確認必要,テナント香川,https://www.tenantkagawa.com/article/search/00002247,未取得,,,,,
