property_index,物件名,所在地,property_latitude,property_longitude,competitor_id,competitor_name,competitor_genre,competitor_source,competitor_address,competitor_lat,competitor_lng,rating,review_count,url,distance_m,within_500m,within_1000m
85,ＡＫビル片原町Ⅱ　２階　北東 （２０１）,香川県高松市片原町,34.3458826,134.0543651,TBL00026,サテンドール,高松市 /カフェ・喫茶店(喫茶店),tabelog,高松市塩上町1-1-23佐藤ビル １F,34.339160050423,134.053562075856,3.07,12,https://tabelog.com/kagawa/A3701/A370101/37005624/,751.1,False,True
85,ＡＫビル片原町Ⅱ　２階　北東 （２０１）,香川県高松市片原町,34.3458826,134.0543651,TBL00028,世界劇場,高松市 /カフェ・喫茶店(カフェ),tabelog,高松市古馬場町13-7ル-ベルビル 4F,34.341952230009,134.05140449016,3.08,10,https://tabelog.com/kagawa/A3701/A370101/37013284/,514.7,False,True
85,ＡＫビル片原町Ⅱ　２階　北東 （２０１）,香川県高松市片原町,34.3458826,134.0543651,TBL00031,テンペル,高松市 /カフェ・喫茶店(カフェ),tabelog,高松市塩上町1-3-18,34.338043413282,134.0532033304,3.07,11,https://tabelog.com/kagawa/A3701/A370101/37010713/,878.2,False,True
86,クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,34.3412277,134.051584,TBL00002,南珈琲店,瓦町、片原町（高松）、今橋 / カフェ,tabelog,高松市南新町3-4２Ｆ,34.340834167945,134.049232990504,,260,https://tabelog.com/kagawa/A3701/A370101/37003112/,220.2,True,True
86,クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,34.3412277,134.051584,TBL00004,三びきの子ぶた,瓦町、栗林、今橋 / カフェ,tabelog,高松市常磐町1-4-9,34.338805915014,134.051643709676,,224,https://tabelog.com/kagawa/A3701/A370101/37003080/,269.3,True,True
86,クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,34.3412277,134.051584,TBL00005,まちのシューレ 963 カフェ,片原町（高松）、瓦町、高松築港 / カフェ,tabelog,高松市丸亀町13-3高松丸亀町参番街東館 2F,34.344431387421,134.050395476655,,121,https://tabelog.com/kagawa/A3701/A370101/37005810/,372.6,True,True
86,クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,34.3412277,134.051584,TBL00006,コーヒーサロン 皇帝,片原町（高松）、高松築港、高松 / 喫茶店,tabelog,高松市兵庫町11-5,34.345992894073,134.049778987677,,124,https://tabelog.com/kagawa/A3701/A370101/37004429/,555.2,False,True
86,クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,34.3412277,134.051584,TBL00010,CAFE LOURDES,片原町（高松）、高松築港、高松 / カフェ,tabelog,高松市兵庫町1-15富貴ビル2F,34.346328673114,134.049823830859,,118,https://tabelog.com/kagawa/A3701/A370101/37006321/,589.8,False,True
86,クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,34.3412277,134.051584,TBL00011,グレコ,瓦町、栗林、栗林公園北口 / 喫茶店,tabelog,高松市田町11-2,34.337534757488,134.049009864241,,89,https://tabelog.com/kagawa/A3701/A370101/37004273/,473.8,True,True
86,クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,34.3412277,134.051584,TBL00015,くつわ堂 総本店,片原町（高松）、高松築港、高松 / 喫茶店,tabelog,高松市片原町1-2,34.346191042264,134.050850949274,,76,https://tabelog.com/kagawa/A3701/A370101/37005297/,556.0,False,True
86,クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,34.3412277,134.051584,TBL00019,tri cafe,片原町（高松）、高松築港、高松 / カフェ,tabelog,高松市兵庫町1-3２Ｆ,34.346279429433,134.049901698739,,69,https://tabelog.com/kagawa/A3701/A370101/37003092/,582.6,False,True
86,クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,34.3412277,134.051584,TBL00020,城の眼,片原町（高松）、高松築港、瓦町 / 喫茶店,tabelog,高松市紺屋町2-4,34.344588045191,134.048731333599,,68,https://tabelog.com/kagawa/A3701/A370101/37002683/,456.3,True,True
86,クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,34.3412277,134.051584,TBL00023,dot．,高松市 / バー、ダイニングバー、カフェ・喫茶店(カフェ),tabelog,高松市古馬場町1-11キタジマビル 2F,34.343169869084,134.051125456603,3.14,33,https://tabelog.com/kagawa/A3701/A370101/37001113/,220.0,True,True
86,クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,34.3412277,134.051584,TBL00025,5デイズコーヒー,高松市 /カフェ・喫茶店(カフェ)、洋食、バル,tabelog,高松市鍛冶屋町1-112F,34.343462397504,134.049183621094,3.26,56,https://tabelog.com/kagawa/A3701/A370101/37009320/,332.1,True,True
86,クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,34.3412277,134.051584,TBL00026,サテンドール,高松市 /カフェ・喫茶店(喫茶店),tabelog,高松市塩上町1-1-23佐藤ビル １F,34.339160050423,134.053562075856,3.07,12,https://tabelog.com/kagawa/A3701/A370101/37005624/,293.0,True,True
86,クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,34.3412277,134.051584,TBL00028,世界劇場,高松市 /カフェ・喫茶店(カフェ),tabelog,高松市古馬場町13-7ル-ベルビル 4F,34.341952230009,134.05140449016,3.08,10,https://tabelog.com/kagawa/A3701/A370101/37013284/,82.2,True,True
86,クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,34.3412277,134.051584,TBL00031,テンペル,高松市 /カフェ・喫茶店(カフェ),tabelog,高松市塩上町1-3-18,34.338043413282,134.0532033304,3.07,11,https://tabelog.com/kagawa/A3701/A370101/37010713/,384.0,True,True
87,クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,34.3399504,134.0514047,TBL00002,南珈琲店,瓦町、片原町（高松）、今橋 / カフェ,tabelog,高松市南新町3-4２Ｆ,34.340834167945,134.049232990504,,260,https://tabelog.com/kagawa/A3701/A370101/37003112/,222.3,True,True
87,クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,34.3399504,134.0514047,TBL00004,三びきの子ぶた,瓦町、栗林、今橋 / カフェ,tabelog,高松市常磐町1-4-9,34.338805915014,134.051643709676,,224,https://tabelog.com/kagawa/A3701/A370101/37003080/,129.1,True,True
87,クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,34.3399504,134.0514047,TBL00005,まちのシューレ 963 カフェ,片原町（高松）、瓦町、高松築港 / カフェ,tabelog,高松市丸亀町13-3高松丸亀町参番街東館 2F,34.344431387421,134.050395476655,,121,https://tabelog.com/kagawa/A3701/A370101/37005810/,506.8,False,True
87,クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,34.3399504,134.0514047,TBL00006,コーヒーサロン 皇帝,片原町（高松）、高松築港、高松 / 喫茶店,tabelog,高松市兵庫町11-5,34.345992894073,134.049778987677,,124,https://tabelog.com/kagawa/A3701/A370101/37004429/,688.3,False,True
87,クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,34.3399504,134.0514047,TBL00010,CAFE LOURDES,片原町（高松）、高松築港、高松 / カフェ,tabelog,高松市兵庫町1-15富貴ビル2F,34.346328673114,134.049823830859,,118,https://tabelog.com/kagawa/A3701/A370101/37006321/,723.9,False,True
87,クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,34.3399504,134.0514047,TBL00011,グレコ,瓦町、栗林、栗林公園北口 / 喫茶店,tabelog,高松市田町11-2,34.337534757488,134.049009864241,,89,https://tabelog.com/kagawa/A3701/A370101/37004273/,347.1,True,True
87,クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,34.3399504,134.0514047,TBL00015,くつわ堂 総本店,片原町（高松）、高松築港、高松 / 喫茶店,tabelog,高松市片原町1-2,34.346191042264,134.050850949274,,76,https://tabelog.com/kagawa/A3701/A370101/37005297/,695.8,False,True
87,クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,34.3399504,134.0514047,TBL00019,tri cafe,片原町（高松）、高松築港、高松 / カフェ,tabelog,高松市兵庫町1-3２Ｆ,34.346279429433,134.049901698739,,69,https://tabelog.com/kagawa/A3701/A370101/37003092/,717.2,False,True
87,クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,34.3399504,134.0514047,TBL00020,城の眼,片原町（高松）、高松築港、瓦町 / 喫茶店,tabelog,高松市紺屋町2-4,34.344588045191,134.048731333599,,68,https://tabelog.com/kagawa/A3701/A370101/37002683/,571.1,False,True
87,クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,34.3399504,134.0514047,TBL00023,dot．,高松市 / バー、ダイニングバー、カフェ・喫茶店(カフェ),tabelog,高松市古馬場町1-11キタジマビル 2F,34.343169869084,134.051125456603,3.14,33,https://tabelog.com/kagawa/A3701/A370101/37001113/,358.9,True,True
87,クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,34.3399504,134.0514047,TBL00025,5デイズコーヒー,高松市 /カフェ・喫茶店(カフェ)、洋食、バル,tabelog,高松市鍛冶屋町1-112F,34.343462397504,134.049183621094,3.26,56,https://tabelog.com/kagawa/A3701/A370101/37009320/,440.6,True,True
87,クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,34.3399504,134.0514047,TBL00026,サテンドール,高松市 /カフェ・喫茶店(喫茶店),tabelog,高松市塩上町1-1-23佐藤ビル １F,34.339160050423,134.053562075856,3.07,12,https://tabelog.com/kagawa/A3701/A370101/37005624/,216.7,True,True
87,クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,34.3399504,134.0514047,TBL00028,世界劇場,高松市 /カフェ・喫茶店(カフェ),tabelog,高松市古馬場町13-7ル-ベルビル 4F,34.341952230009,134.05140449016,3.08,10,https://tabelog.com/kagawa/A3701/A370101/37013284/,222.6,True,True
87,クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,34.3399504,134.0514047,TBL00031,テンペル,高松市 /カフェ・喫茶店(カフェ),tabelog,高松市塩上町1-3-18,34.338043413282,134.0532033304,3.07,11,https://tabelog.com/kagawa/A3701/A370101/37010713/,268.8,True,True
89,牟礼町牟礼　倉庫 2F,香川県高松市牟礼町牟礼,34.3493325,134.133009,TBL00016,アンデルセン,六万寺、八栗、古高松南 / 喫茶店,tabelog,高松市牟礼町牟礼974-7,34.343187219623,134.129350070902,,70,https://tabelog.com/kagawa/A3701/A370101/37004958/,761.4,False,True
95,ＹＩビル 201,香川県高松市百間町,34.3451724,134.0528471,TBL00001,umie,高松築港、片原町（高松）、高松 / カフェ,tabelog,高松市北浜町3-2北浜alley内,34.35111453028,134.056330953751,,349,https://tabelog.com/kagawa/A3701/A370101/37000531/,734.1,False,True
95,ＹＩビル 201,香川県高松市百間町,34.3451724,134.0528471,TBL00002,南珈琲店,瓦町、片原町（高松）、今橋 / カフェ,tabelog,高松市南新町3-4２Ｆ,34.340834167945,134.049232990504,,260,https://tabelog.com/kagawa/A3701/A370101/37003112/,585.5,False,True
95,ＹＩビル 201,香川県高松市百間町,34.3451724,134.0528471,TBL00004,三びきの子ぶた,瓦町、栗林、今橋 / カフェ,tabelog,高松市常磐町1-4-9,34.338805915014,134.051643709676,,224,https://tabelog.com/kagawa/A3701/A370101/37003080/,716.5,False,True
95,ＹＩビル 201,香川県高松市百間町,34.3451724,134.0528471,TBL00005,まちのシューレ 963 カフェ,片原町（高松）、瓦町、高松築港 / カフェ,tabelog,高松市丸亀町13-3高松丸亀町参番街東館 2F,34.344431387421,134.050395476655,,121,https://tabelog.com/kagawa/A3701/A370101/37005810/,239.7,True,True
95,ＹＩビル 201,香川県高松市百間町,34.3451724,134.0528471,TBL00006,コーヒーサロン 皇帝,片原町（高松）、高松築港、高松 / 喫茶店,tabelog,高松市兵庫町11-5,34.345992894073,134.049778987677,,124,https://tabelog.com/kagawa/A3701/A370101/37004429/,296.1,True,True
95,ＹＩビル 201,香川県高松市百間町,34.3451724,134.0528471,TBL00010,CAFE LOURDES,片原町（高松）、高松築港、高松 / カフェ,tabelog,高松市兵庫町1-15富貴ビル2F,34.346328673114,134.049823830859,,118,https://tabelog.com/kagawa/A3701/A370101/37006321/,305.9,True,True
95,ＹＩビル 201,香川県高松市百間町,34.3451724,134.0528471,TBL00011,グレコ,瓦町、栗林、栗林公園北口 / 喫茶店,tabelog,高松市田町11-2,34.337534757488,134.049009864241,,89,https://tabelog.com/kagawa/A3701/A370101/37004273/,919.4,False,True
95,ＹＩビル 201,香川県高松市百間町,34.3451724,134.0528471,TBL00015,くつわ堂 総本店,片原町（高松）、高松築港、高松 / 喫茶店,tabelog,高松市片原町1-2,34.346191042264,134.050850949274,,76,https://tabelog.com/kagawa/A3701/A370101/37005297/,215.4,True,True
95,ＹＩビル 201,香川県高松市百間町,34.3451724,134.0528471,TBL00019,tri cafe,片原町（高松）、高松築港、高松 / カフェ,tabelog,高松市兵庫町1-3２Ｆ,34.346279429433,134.049901698739,,69,https://tabelog.com/kagawa/A3701/A370101/37003092/,297.1,True,True
95,ＹＩビル 201,香川県高松市百間町,34.3451724,134.0528471,TBL00020,城の眼,片原町（高松）、高松築港、瓦町 / 喫茶店,tabelog,高松市紺屋町2-4,34.344588045191,134.048731333599,,68,https://tabelog.com/kagawa/A3701/A370101/37002683/,383.4,True,True
95,ＹＩビル 201,香川県高松市百間町,34.3451724,134.0528471,TBL00023,dot．,高松市 / バー、ダイニングバー、カフェ・喫茶店(カフェ),tabelog,高松市古馬場町1-11キタジマビル 2F,34.343169869084,134.051125456603,3.14,33,https://tabelog.com/kagawa/A3701/A370101/37001113/,273.1,True,True
95,ＹＩビル 201,香川県高松市百間町,34.3451724,134.0528471,TBL00025,5デイズコーヒー,高松市 /カフェ・喫茶店(カフェ)、洋食、バル,tabelog,高松市鍛冶屋町1-112F,34.343462397504,134.049183621094,3.26,56,https://tabelog.com/kagawa/A3701/A370101/37009320/,386.4,True,True
95,ＹＩビル 201,香川県高松市百間町,34.3451724,134.0528471,TBL00026,サテンドール,高松市 /カフェ・喫茶店(喫茶店),tabelog,高松市塩上町1-1-23佐藤ビル １F,34.339160050423,134.053562075856,3.07,12,https://tabelog.com/kagawa/A3701/A370101/37005624/,671.8,False,True
95,ＹＩビル 201,香川県高松市百間町,34.3451724,134.0528471,TBL00028,世界劇場,高松市 /カフェ・喫茶店(カフェ),tabelog,高松市古馬場町13-7ル-ベルビル 4F,34.341952230009,134.05140449016,3.08,10,https://tabelog.com/kagawa/A3701/A370101/37013284/,381.8,True,True
95,ＹＩビル 201,香川県高松市百間町,34.3451724,134.0528471,TBL00031,テンペル,高松市 /カフェ・喫茶店(カフェ),tabelog,高松市塩上町1-3-18,34.338043413282,134.0532033304,3.07,11,https://tabelog.com/kagawa/A3701/A370101/37010713/,793.4,False,True
96,クリエイトビル 4Ｆ,香川県高松市塩上町３丁目,34.3388772,134.0573648,TBL00002,南珈琲店,瓦町、片原町（高松）、今橋 / カフェ,tabelog,高松市南新町3-4２Ｆ,34.340834167945,134.049232990504,,260,https://tabelog.com/kagawa/A3701/A370101/37003112/,777.7,False,True
96,クリエイトビル 4Ｆ,香川県高松市塩上町３丁目,34.3388772,134.0573648,TBL00004,三びきの子ぶた,瓦町、栗林、今橋 / カフェ,tabelog,高松市常磐町1-4-9,34.338805915014,134.051643709676,,224,https://tabelog.com/kagawa/A3701/A370101/37003080/,525.3,False,True
96,クリエイトビル 4Ｆ,香川県高松市塩上町３丁目,34.3388772,134.0573648,TBL00005,まちのシューレ 963 カフェ,片原町（高松）、瓦町、高松築港 / カフェ,tabelog,高松市丸亀町13-3高松丸亀町参番街東館 2F,34.344431387421,134.050395476655,,121,https://tabelog.com/kagawa/A3701/A370101/37005810/,889.3,False,True
96,クリエイトビル 4Ｆ,香川県高松市塩上町３丁目,34.3388772,134.0573648,TBL00011,グレコ,瓦町、栗林、栗林公園北口 / 喫茶店,tabelog,高松市田町11-2,34.337534757488,134.049009864241,,89,https://tabelog.com/kagawa/A3701/A370101/37004273/,781.5,False,True
96,クリエイトビル 4Ｆ,香川県高松市塩上町３丁目,34.3388772,134.0573648,TBL00023,dot．,高松市 / バー、ダイニングバー、カフェ・喫茶店(カフェ),tabelog,高松市古馬場町1-11キタジマビル 2F,34.343169869084,134.051125456603,3.14,33,https://tabelog.com/kagawa/A3701/A370101/37001113/,745.7,False,True
96,クリエイトビル 4Ｆ,香川県高松市塩上町３丁目,34.3388772,134.0573648,TBL00025,5デイズコーヒー,高松市 /カフェ・喫茶店(カフェ)、洋食、バル,tabelog,高松市鍛冶屋町1-112F,34.343462397504,134.049183621094,3.26,56,https://tabelog.com/kagawa/A3701/A370101/37009320/,907.8,False,True
96,クリエイトビル 4Ｆ,香川県高松市塩上町３丁目,34.3388772,134.0573648,TBL00026,サテンドール,高松市 /カフェ・喫茶店(喫茶店),tabelog,高松市塩上町1-1-23佐藤ビル １F,34.339160050423,134.053562075856,3.07,12,https://tabelog.com/kagawa/A3701/A370101/37005624/,350.6,True,True
96,クリエイトビル 4Ｆ,香川県高松市塩上町３丁目,34.3388772,134.0573648,TBL00028,世界劇場,高松市 /カフェ・喫茶店(カフェ),tabelog,高松市古馬場町13-7ル-ベルビル 4F,34.341952230009,134.05140449016,3.08,10,https://tabelog.com/kagawa/A3701/A370101/37013284/,645.3,False,True
96,クリエイトビル 4Ｆ,香川県高松市塩上町３丁目,34.3388772,134.0573648,TBL00031,テンペル,高松市 /カフェ・喫茶店(カフェ),tabelog,高松市塩上町1-3-18,34.338043413282,134.0532033304,3.07,11,https://tabelog.com/kagawa/A3701/A370101/37010713/,393.2,True,True
97,ヘンミビル 205,香川県高松市古馬場町,34.3425721,134.0518077,TBL00002,南珈琲店,瓦町、片原町（高松）、今橋 / カフェ,tabelog,高松市南新町3-4２Ｆ,34.340834167945,134.049232990504,,260,https://tabelog.com/kagawa/A3701/A370101/37003112/,305.3,True,True
97,ヘンミビル 205,香川県高松市古馬場町,34.3425721,134.0518077,TBL00004,三びきの子ぶた,瓦町、栗林、今橋 / カフェ,tabelog,高松市常磐町1-4-9,34.338805915014,134.051643709676,,224,https://tabelog.com/kagawa/A3701/A370101/37003080/,419.1,True,True
97,ヘンミビル 205,香川県高松市古馬場町,34.3425721,134.0518077,TBL00005,まちのシューレ 963 カフェ,片原町（高松）、瓦町、高松築港 / カフェ,tabelog,高松市丸亀町13-3高松丸亀町参番街東館 2F,34.344431387421,134.050395476655,,121,https://tabelog.com/kagawa/A3701/A370101/37005810/,244.0,True,True
97,ヘンミビル 205,香川県高松市古馬場町,34.3425721,134.0518077,TBL00006,コーヒーサロン 皇帝,片原町（高松）、高松築港、高松 / 喫茶店,tabelog,高松市兵庫町11-5,34.345992894073,134.049778987677,,124,https://tabelog.com/kagawa/A3701/A370101/37004429/,423.5,True,True
97,ヘンミビル 205,香川県高松市古馬場町,34.3425721,134.0518077,TBL00010,CAFE LOURDES,片原町（高松）、高松築港、高松 / カフェ,tabelog,高松市兵庫町1-15富貴ビル2F,34.346328673114,134.049823830859,,118,https://tabelog.com/kagawa/A3701/A370101/37006321/,455.7,True,True
97,ヘンミビル 205,香川県高松市古馬場町,34.3425721,134.0518077,TBL00011,グレコ,瓦町、栗林、栗林公園北口 / 喫茶店,tabelog,高松市田町11-2,34.337534757488,134.049009864241,,89,https://tabelog.com/kagawa/A3701/A370101/37004273/,616.2,False,True
97,ヘンミビル 205,香川県高松市古馬場町,34.3425721,134.0518077,TBL00015,くつわ堂 総本店,片原町（高松）、高松築港、高松 / 喫茶店,tabelog,高松市片原町1-2,34.346191042264,134.050850949274,,76,https://tabelog.com/kagawa/A3701/A370101/37005297/,411.9,True,True
97,ヘンミビル 205,香川県高松市古馬場町,34.3425721,134.0518077,TBL00019,tri cafe,片原町（高松）、高松築港、高松 / カフェ,tabelog,高松市兵庫町1-3２Ｆ,34.346279429433,134.049901698739,,69,https://tabelog.com/kagawa/A3701/A370101/37003092/,447.8,True,True
97,ヘンミビル 205,香川県高松市古馬場町,34.3425721,134.0518077,TBL00020,城の眼,片原町（高松）、高松築港、瓦町 / 喫茶店,tabelog,高松市紺屋町2-4,34.344588045191,134.048731333599,,68,https://tabelog.com/kagawa/A3701/A370101/37002683/,360.6,True,True
97,ヘンミビル 205,香川県高松市古馬場町,34.3425721,134.0518077,TBL00023,dot．,高松市 / バー、ダイニングバー、カフェ・喫茶店(カフェ),tabelog,高松市古馬場町1-11キタジマビル 2F,34.343169869084,134.051125456603,3.14,33,https://tabelog.com/kagawa/A3701/A370101/37001113/,91.3,True,True
97,ヘンミビル 205,香川県高松市古馬場町,34.3425721,134.0518077,TBL00025,5デイズコーヒー,高松市 /カフェ・喫茶店(カフェ)、洋食、バル,tabelog,高松市鍛冶屋町1-112F,34.343462397504,134.049183621094,3.26,56,https://tabelog.com/kagawa/A3701/A370101/37009320/,260.5,True,True
97,ヘンミビル 205,香川県高松市古馬場町,34.3425721,134.0518077,TBL00026,サテンドール,高松市 /カフェ・喫茶店(喫茶店),tabelog,高松市塩上町1-1-23佐藤ビル １F,34.339160050423,134.053562075856,3.07,12,https://tabelog.com/kagawa/A3701/A370101/37005624/,412.2,True,True
97,ヘンミビル 205,香川県高松市古馬場町,34.3425721,134.0518077,TBL00028,世界劇場,高松市 /カフェ・喫茶店(カフェ),tabelog,高松市古馬場町13-7ル-ベルビル 4F,34.341952230009,134.05140449016,3.08,10,https://tabelog.com/kagawa/A3701/A370101/37013284/,78.2,True,True
97,ヘンミビル 205,香川県高松市古馬場町,34.3425721,134.0518077,TBL00031,テンペル,高松市 /カフェ・喫茶店(カフェ),tabelog,高松市塩上町1-3-18,34.338043413282,134.0532033304,3.07,11,https://tabelog.com/kagawa/A3701/A370101/37010713/,519.6,False,True
99,高松市 塩上町 (瓦町駅) の貸店舗（一部）,香川県高松市塩上町,34.3359149,134.0508803,TBL00002,南珈琲店,瓦町、片原町（高松）、今橋 / カフェ,tabelog,高松市南新町3-4２Ｆ,34.340834167945,134.049232990504,,260,https://tabelog.com/kagawa/A3701/A370101/37003112/,567.5,False,True
99,高松市 塩上町 (瓦町駅) の貸店舗（一部）,香川県高松市塩上町,34.3359149,134.0508803,TBL00003,掬月亭,栗林公園北口、栗林公園、栗林 / 甘味処,tabelog,高松市栗林町1-20-16栗林公園内,34.329638376054,134.045692139326,,134,https://tabelog.com/kagawa/A3701/A370101/37000927/,845.0,False,True
99,高松市 塩上町 (瓦町駅) の貸店舗（一部）,香川県高松市塩上町,34.3359149,134.0508803,TBL00004,三びきの子ぶた,瓦町、栗林、今橋 / カフェ,tabelog,高松市常磐町1-4-9,34.338805915014,134.051643709676,,224,https://tabelog.com/kagawa/A3701/A370101/37003080/,329.0,True,True
99,高松市 塩上町 (瓦町駅) の貸店舗（一部）,香川県高松市塩上町,34.3359149,134.0508803,TBL00005,まちのシューレ 963 カフェ,片原町（高松）、瓦町、高松築港 / カフェ,tabelog,高松市丸亀町13-3高松丸亀町参番街東館 2F,34.344431387421,134.050395476655,,121,https://tabelog.com/kagawa/A3701/A370101/37005810/,948.0,False,True
99,高松市 塩上町 (瓦町駅) の貸店舗（一部）,香川県高松市塩上町,34.3359149,134.0508803,TBL00011,グレコ,瓦町、栗林、栗林公園北口 / 喫茶店,tabelog,高松市田町11-2,34.337534757488,134.049009864241,,89,https://tabelog.com/kagawa/A3701/A370101/37004273/,248.9,True,True
99,高松市 塩上町 (瓦町駅) の貸店舗（一部）,香川県高松市塩上町,34.3359149,134.0508803,TBL00020,城の眼,片原町（高松）、高松築港、瓦町 / 喫茶店,tabelog,高松市紺屋町2-4,34.344588045191,134.048731333599,,68,https://tabelog.com/kagawa/A3701/A370101/37002683/,984.4,False,True
99,高松市 塩上町 (瓦町駅) の貸店舗（一部）,香川県高松市塩上町,34.3359149,134.0508803,TBL00023,dot．,高松市 / バー、ダイニングバー、カフェ・喫茶店(カフェ),tabelog,高松市古馬場町1-11キタジマビル 2F,34.343169869084,134.051125456603,3.14,33,https://tabelog.com/kagawa/A3701/A370101/37001113/,807.0,False,True
99,高松市 塩上町 (瓦町駅) の貸店舗（一部）,香川県高松市塩上町,34.3359149,134.0508803,TBL00025,5デイズコーヒー,高松市 /カフェ・喫茶店(カフェ)、洋食、バル,tabelog,高松市鍛冶屋町1-112F,34.343462397504,134.049183621094,3.26,56,https://tabelog.com/kagawa/A3701/A370101/37009320/,853.6,False,True
99,高松市 塩上町 (瓦町駅) の貸店舗（一部）,香川県高松市塩上町,34.3359149,134.0508803,TBL00026,サテンドール,高松市 /カフェ・喫茶店(喫茶店),tabelog,高松市塩上町1-1-23佐藤ビル １F,34.339160050423,134.053562075856,3.07,12,https://tabelog.com/kagawa/A3701/A370101/37005624/,436.9,True,True
99,高松市 塩上町 (瓦町駅) の貸店舗（一部）,香川県高松市塩上町,34.3359149,134.0508803,TBL00028,世界劇場,高松市 /カフェ・喫茶店(カフェ),tabelog,高松市古馬場町13-7ル-ベルビル 4F,34.341952230009,134.05140449016,3.08,10,https://tabelog.com/kagawa/A3701/A370101/37013284/,673.0,False,True
99,高松市 塩上町 (瓦町駅) の貸店舗（一部）,香川県高松市塩上町,34.3359149,134.0508803,TBL00031,テンペル,高松市 /カフェ・喫茶店(カフェ),tabelog,高松市塩上町1-3-18,34.338043413282,134.0532033304,3.07,11,https://tabelog.com/kagawa/A3701/A370101/37010713/,318.6,True,True
100,ＹＩビル 2階,香川県高松市百間町,34.3451724,134.0528471,TBL00001,umie,高松築港、片原町（高松）、高松 / カフェ,tabelog,高松市北浜町3-2北浜alley内,34.35111453028,134.056330953751,,349,https://tabelog.com/kagawa/A3701/A370101/37000531/,734.1,False,True
100,ＹＩビル 2階,香川県高松市百間町,34.3451724,134.0528471,TBL00002,南珈琲店,瓦町、片原町（高松）、今橋 / カフェ,tabelog,高松市南新町3-4２Ｆ,34.340834167945,134.049232990504,,260,https://tabelog.com/kagawa/A3701/A370101/37003112/,585.5,False,True
100,ＹＩビル 2階,香川県高松市百間町,34.3451724,134.0528471,TBL00004,三びきの子ぶた,瓦町、栗林、今橋 / カフェ,tabelog,高松市常磐町1-4-9,34.338805915014,134.051643709676,,224,https://tabelog.com/kagawa/A3701/A370101/37003080/,716.5,False,True
100,ＹＩビル 2階,香川県高松市百間町,34.3451724,134.0528471,TBL00005,まちのシューレ 963 カフェ,片原町（高松）、瓦町、高松築港 / カフェ,tabelog,高松市丸亀町13-3高松丸亀町参番街東館 2F,34.344431387421,134.050395476655,,121,https://tabelog.com/kagawa/A3701/A370101/37005810/,239.7,True,True
100,ＹＩビル 2階,香川県高松市百間町,34.3451724,134.0528471,TBL00006,コーヒーサロン 皇帝,片原町（高松）、高松築港、高松 / 喫茶店,tabelog,高松市兵庫町11-5,34.345992894073,134.049778987677,,124,https://tabelog.com/kagawa/A3701/A370101/37004429/,296.1,True,True
100,ＹＩビル 2階,香川県高松市百間町,34.3451724,134.0528471,TBL00010,CAFE LOURDES,片原町（高松）、高松築港、高松 / カフェ,tabelog,高松市兵庫町1-15富貴ビル2F,34.346328673114,134.049823830859,,118,https://tabelog.com/kagawa/A3701/A370101/37006321/,305.9,True,True
100,ＹＩビル 2階,香川県高松市百間町,34.3451724,134.0528471,TBL00011,グレコ,瓦町、栗林、栗林公園北口 / 喫茶店,tabelog,高松市田町11-2,34.337534757488,134.049009864241,,89,https://tabelog.com/kagawa/A3701/A370101/37004273/,919.4,False,True
100,ＹＩビル 2階,香川県高松市百間町,34.3451724,134.0528471,TBL00015,くつわ堂 総本店,片原町（高松）、高松築港、高松 / 喫茶店,tabelog,高松市片原町1-2,34.346191042264,134.050850949274,,76,https://tabelog.com/kagawa/A3701/A370101/37005297/,215.4,True,True
