competitor_id,store_name,source,genre,address,lat,lng,rating,review_count,business_hours,closed_days,url,linked_site_name,linked_url,memo
GMP00022,まちのシューレ963,google_maps,コーヒーショップ・喫茶店,〒760-0029 香川県高松市丸亀町１３−３ 参番館東館 1F,34.3445561,134.0504202,4.9,101,営業時間外,,"https://www.google.com/maps/place/%E3%81%BE%E3%81%A1%E3%81%AE%E3%82%B7%E3%83%A5%E3%83%BC%E3%83%AC963/@34.3445561,133.9742025,13z/data=!3m1!5s0x3553eb85222cff61:0x50ddbd7bcc986669!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb852180b80d:0x63da8b725053de6c!8m2!3d34.3445561!4d134.0504202!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5UVVIzZWt4SU16Vm5SUkFC4AEA-gEECAAQGg!16s%2Fg%2F1v44bsq2?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",公式サイト候補,http://www.schule.jp/,
GMP00023,Tea Room柞の杜,google_maps,コーヒーショップ・喫茶店,〒760-0052 香川県高松市瓦町１丁目４−３,34.3464351,134.0487278,4.9,101,営業時間外,,"https://www.google.com/maps/place/Tea+Room%E6%9F%9E%E3%81%AE%E6%9D%9C/@34.3445561,133.9742025,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb857f347033:0xd7ef0c2c2f4f4200!8m2!3d34.3464351!4d134.0487278!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQl0ZWFfaG91c2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTXlPVTl1VjFSbkVBReABAPoBBAgAECI!16s%2Fg%2F1tczybd0?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",Instagram,https://instagram.com/normacafe_staff?igshid=YmMyMTA2M2Y=,
GMP00024,ノーマ カフェ 夜カフェ,google_maps,ノーマ カフェ 夜カフェ - Google マップ,〒760-0052 香川県高松市瓦町１丁目４−３,34.3419704,134.0526881,4.9,101,営業時間外,,"https://www.google.com/maps/place/%E3%83%8E%E3%83%BC%E3%83%9E+%E3%82%AB%E3%83%95%E3%82%A7+%E5%A4%9C%E3%82%AB%E3%83%95%E3%82%A7/@34.3445561,133.9742025,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb9b51256031:0x2fab0c16fadb5051!8m2!3d34.3419704!4d134.0526881!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5TYkhGaWJFRlJFQUXgAQD6AQQIABAf!16s%2Fg%2F11c3k2ynm5?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",Instagram,https://instagram.com/normacafe_staff?igshid=YmMyMTA2M2Y=,
GMP00025,珈琲美人 文月,google_maps,コーヒーショップ・喫茶店,〒760-0080 香川県高松市木太町８２８−１,34.3169542,134.0715329,4.9,101,営業時間外,,"https://www.google.com/maps/place/%E7%8F%88%E7%90%B2%E7%BE%8E%E4%BA%BA+%E6%96%87%E6%9C%88/@34.3445561,133.9742025,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb10b84678af:0x3688b0e9c41d9766!8m2!3d34.3169542!4d134.0715329!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSd2QweFFWRXBSRUFF4AEA-gEECEIQFw!16s%2Fg%2F1tdycg58?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",Instagram,https://www.instagram.com/coffee_bizin_fuzuki?igsh=MTBnOXM0ZnB0eGt0NQ==,
GMP00026,パラティッシ,google_maps,コーヒーショップ・喫茶店,〒761-0301 香川県高松市林町６−１１７,34.2936878,134.0639561,4.9,101,営業時間外,,"https://www.google.com/maps/place/%E3%83%91%E3%83%A9%E3%83%86%E3%82%A3%E3%83%83%E3%82%B7/@34.3445561,133.9742025,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eaf31553bc1f:0x1fc27b52907589a!8m2!3d34.2936878!4d134.0639561!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSbE5ISXlaRVJSRUFF4AEA-gEECFcQJg!16s%2Fg%2F11gb3ywzh1?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",,,
GMP00027,むさしの森珈琲 高松レインボーロード店,google_maps,コーヒーショップ・喫茶店,〒761-8071 香川県高松市伏石町２１３９−１,34.3101105,134.0606332,4.9,101,営業時間外,,"https://www.google.com/maps/place/%E3%82%80%E3%81%95%E3%81%97%E3%81%AE%E6%A3%AE%E7%8F%88%E7%90%B2+%E9%AB%98%E6%9D%BE%E3%83%AC%E3%82%A4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AD%E3%83%BC%E3%83%89%E5%BA%97/@34.3445561,133.9742025,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eafe53c55555:0x6866358d4123cb81!8m2!3d34.3101105!4d134.0606332!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5vTFRnMmRuRjNSUkFC4AEA-gEECAwQJg!16s%2Fg%2F11d_8b_414?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",公式サイト候補,https://www.skylark.co.jp/mmcoffee/?utm_source=mc&utm_medium=gmb&utm_campaign=brandtop-Kagawa,
GMP00028,Chord Coffee,google_maps,コーヒーショップ・喫茶店,〒760-0078 香川県高松市今里町１丁目１７−２０,34.3265223,134.0600578,4.9,101,営業時間外,,"https://www.google.com/maps/place/Chord+Coffee/@34.3445561,133.9742025,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553ebe499e1e76b:0x6576e6758aa4beb6!8m2!3d34.3265223!4d134.0600578!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VRdGNHTXlSV1ZSRUFF4AEA-gEECAAQHA!16s%2Fg%2F11j0vhld16?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",Instagram,https://www.instagram.com/chordcoffee1101?igsh=OHhybTZsZ3JteGk5,
GMP00029,喫茶 ひまわり,google_maps,喫茶 メロウ - Google マップ,〒760-0008 香川県高松市中野町１５−１８ 井上ビル,34.3346245,134.0452511,4.9,101,営業時間外,,"https://www.google.com/maps/place/%E5%96%AB%E8%8C%B6+%E3%81%B2%E3%81%BE%E3%82%8F%E3%82%8A/@34.3445561,133.9742025,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553ebbc4cad0d93:0x4e7451f06fd3fe5b!8m2!3d34.3346245!4d134.0452511!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ0b2VsVjZXbnBWTTNCVVQxVTRNVlZyVG0xV2JHeHlaVVpHZDFrd1JSQULgAQD6AQQIEBAQ!16s%2Fg%2F1hbpwpdz4?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",,,
GMP00030,喫茶 メロウ,google_maps,喫茶 メロウ - Google マップ,〒760-0072 香川県高松市花園町２丁目８,34.3337163,134.05964,4.9,101,営業時間外,,"https://www.google.com/maps/place/%E5%96%AB%E8%8C%B6+%E3%83%A1%E3%83%AD%E3%82%A6/@34.3445561,133.9742025,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb6de1ee35fd:0xe239becb5569c468!8m2!3d34.3337163!4d134.05964!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJHTlRsWE1VOW5FQUXgAQD6AQQIHRAW!16s%2Fg%2F11hzv3kzgz?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",,,
GMP00031,カフェしるく,google_maps,カフェしるく - Google マップ,〒761-8032 香川県高松市鶴市町１６８,34.3268105,134.003605,4.9,101,営業時間外,,"https://www.google.com/maps/place/%E3%82%AB%E3%83%95%E3%82%A7%E3%81%97%E3%82%8B%E3%81%8F/@34.3268105,133.9273873,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553e99704390d31:0x5df87e1fdd7b1769!8m2!3d34.3268105!4d134.003605!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVF6YjI5MllXNUJSUkFC4AEA-gEECBEQGg!16s%2Fg%2F11f31tjt90?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",Instagram,https://www.instagram.com/cafesilk?igsh=MWtsNXFyc3pjYmxkOQ==,
GMP00032,KAGU☆cafe,google_maps,コーヒーショップ・喫茶店,〒761-0104 香川県高松市高松町２５１３−１０,34.3381526,134.1091955,4.9,101,営業時間外,,"https://www.google.com/maps/place/KAGU%E2%98%86cafe/@34.3381526,134.0329778,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553934440a759bb:0x27163144a3df7797!8m2!3d34.3381526!4d134.1091955!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVF0ZG5abU5XeEJSUkFC4AEA-gEECAAQIg!16s%2Fg%2F11gcn_2762?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",公式サイト候補,https://kagucafe.jp/,
GMP00033,chafu,google_maps,コーヒーショップ・喫茶店,〒761-0312 香川県高松市東山崎町４４９−１,34.2992824,134.098633,4.9,101,営業時間外,,"https://www.google.com/maps/place/chafu/@34.3381526,134.0329778,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x355394d47f3fb07b:0x6a756c4291471133!8m2!3d34.2992824!4d134.098633!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5pTUhKNWJWaG5FQUXgAQD6AQUI0AEQIA!16s%2Fg%2F1tctvcq3?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",Instagram,https://www.instagram.com/cafe.chafu/,
GMP00034,SugarPlum,google_maps,コーヒーショップ・喫茶店,〒760-0045 香川県高松市古馬場町１４−１ 2階,34.3423247,134.0504894,4.9,101,営業時間外,,"https://www.google.com/maps/place/SugarPlum/@34.3423247,133.9742717,13z/data=!3m1!5s0x3553eb9ae76035e3:0xcf44b5a11c34e9f2!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553ebd9004d78cd:0x8349a46f8b4119f9!8m2!3d34.3423247!4d134.0504894!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDIxS2VrMTZaRVpWYWxwNldsaENWbE15T0RSWlZFWlVVV3BPU0ZreFJSQULgAQD6AQQIIBAb!16s%2Fg%2F11kpmlrnwt?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",公式サイト候補,https://sugarplum-cafe.com/,
GMP00035,森のカフェ,google_maps,森のカフェ - Google マップ,〒761-0101 香川県高松市春日町１７０−３,34.3190388,134.0930033,4.9,101,営業時間外,,"https://www.google.com/maps/place/%E6%A3%AE%E3%81%AE%E3%82%AB%E3%83%95%E3%82%A7/@34.3190388,134.0167856,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb4bbd7d52af:0x6271abc606bec233!8m2!3d34.3190388!4d134.0930033!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5JTUhNeWEySlJFQUXgAQD6AQQIUxAc!16s%2Fg%2F1tfpmj92?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",公式サイト候補,http://www.moricafe.com/,
GMP00036,カフェ389,google_maps,カフェ389 - Google マップ,〒760-0017 香川県高松市番町１丁目１０−５１,34.3422996,134.0454523,4.9,101,営業時間外,,"https://www.google.com/maps/place/%E3%82%AB%E3%83%95%E3%82%A7389/@34.3422996,133.9692346,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb0472b584ff:0x9a9376393b25146d!8m2!3d34.3422996!4d134.0454523!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWTFlrMTBXVE5GZFV4VGJrZEJFQUXgAQD6AQQIEhAW!16s%2Fg%2F11n7d165gm?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",,,
GMP00037,Fuji Cafe,google_maps,コーヒーショップ・喫茶店,〒760-0031 香川県高松市北浜町１５−１１,34.3502678,134.0540197,4.9,101,営業時間外,,"https://www.google.com/maps/place/Fuji+Cafe/@34.3422996,133.9692346,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb80a4cd3aa3:0x6880e48bb4e498f8!8m2!3d34.3502678!4d134.0540197!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSaWJXVmxVSFpCUlJBQuABAPoBBAh4ECU!16s%2Fg%2F11gcmx28_1?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",公式サイト候補,https://korelax.jp/,
GMP00038,agorette,google_maps,コーヒーショップ・喫茶店,〒761-0101 香川県高松市春日町１６３−１,34.3200381,134.0934351,4.9,101,営業時間外,,"https://www.google.com/maps/place/agorette/@34.3200381,134.0172174,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb873fd585d5:0x26c0e74ca702f293!8m2!3d34.3200381!4d134.0934351!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSbGVVeHViVEZCUlJBQuABAPoBBAgbEBU!16s%2Fg%2F11t9pby__w?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",,,
