competitor_id,store_name,source,genre,address,lat,lng,rating,review_count,business_hours,closed_days,url,linked_site_name,linked_url,memo
GMP00027,リトルライオン,google_maps,カフェ・喫茶,香川県高松市高松町１８２４−２,,,4.8,21,営業開始: 11:30,,https://www.google.com/maps/place/リトルライオン/data=!4m7!3m6!1s0x355393003c70d3e5:0x4cee0e4ea5e2f1f0!8m2!3d34.3380862!4d134.1133224!16s/g/11ldvw133j!19sChIJ5dNwPACTUzUR8PHipU4O7kw?authuser=0&hl=ja&rclk=1,,,
GMP00028,Cafe Tiamo,google_maps,カフェ・喫茶,香川県高松市春日町８７１−６,,,4.4,25,営業開始: 11:00,,https://www.google.com/maps/place/Cafe+Tiamo/data=!4m7!3m6!1s0x3553eb7ba1f34a97:0xa006deb4ab490176!8m2!3d34.3269922!4d134.0955186!16s/g/11t79l46bt!19sChIJl0rzoXvrUzURdgFJq7TeBqA?authuser=0&hl=ja&rclk=1,,,
GMP00029,IVY,google_maps,コーヒーショップ・喫茶店,香川県高松市前田西町７９２−５,,,4.8,12,営業開始: 20:00（金）,,https://www.google.com/maps/place/IVY/data=!4m7!3m6!1s0x355394c7cd432c47:0xf8eac87e2625f980!8m2!3d34.3071973!4d134.1061692!16s/g/11cn6bj9lq!19sChIJRyxDzceUUzURgPklJn7I6vg?authuser=0&hl=ja&rclk=1,,,
GMP00030,mellowbeats.,google_maps,コーヒーショップ・喫茶店,香川県高松市田町９−２,,,4.2,57,営業開始: 12:00（金）,,https://www.google.com/maps/place/mellowbeats./data=!4m7!3m6!1s0x3553eb089d30501b:0x5d318469b18dc291!8m2!3d34.3367186!4d134.0490667!16s/g/11ll3nnj8q!19sChIJG1AwnQjrUzURkcKNsWmEMV0?authuser=0&hl=ja&rclk=1,,,
GMP00031,俺、バリスタかも知れない,google_maps,コーヒーショップ・喫茶店,香川県高松市北浜町４−１４,,,5.0,1,営業開始: 8:00（土）,,https://www.google.com/maps/place/俺、バリスタかも知れない/data=!4m7!3m6!1s0x3553ed003b5acbab:0x72c9795af338238d!8m2!3d34.3508838!4d134.0565786!16s/g/11ywy18mnl!19sChIJq8taOwDtUzURjSM481p5yXI?authuser=0&hl=ja&rclk=1,,,
GMP00032,パラティッシ,google_maps,コーヒーショップ・喫茶店,香川県高松市林町６−１１７,,,4.6,50,営業開始: 11:00,,https://www.google.com/maps/place/パラティッシ/data=!4m7!3m6!1s0x3553eaf31553bc1f:0x1fc27b52907589a!8m2!3d34.2936878!4d134.0639561!16s/g/11gb3ywzh1!19sChIJH7xTFfPqUzURmlgHKbUn_AE?authuser=0&hl=ja&rclk=1,,,
GMP00033,森の虹色Cafe,google_maps,カフェ・喫茶,香川県高松市伏石町２１６２−１９,,,3.4,54,営業開始: 9:00,,https://www.google.com/maps/place/森の虹色Cafe/data=!4m7!3m6!1s0x3553eb00474656af:0xf56d21d07302b4d8!8m2!3d34.3061766!4d134.0598838!16s/g/11xzc95jcq!19sChIJr1ZGRwDrUzUR2LQCc9AhbfU?authuser=0&hl=ja&rclk=1,,,
GMP00034,noname sanuki,google_maps,コーヒーショップ・喫茶店,香川県高松市瓦町２丁目３−８ 鳥塚ビル 3F,,,4.8,12,,,https://www.google.com/maps/place/noname+sanuki/data=!4m7!3m6!1s0x3553ebd394f9bfd7:0x950cd2d9b6324299!8m2!3d34.3403609!4d134.0523015!16s/g/11wb_4wjk4!19sChIJ17_5lNPrUzURmUIyttnSDJU?authuser=0&hl=ja&rclk=1,,,
GMP00035,Ten. コーヒーとチャイの店,google_maps,コーヒー ショップ,香川県高松市高松町９０３−６ 1F,,,4.7,7,営業開始: 11:00,,https://www.google.com/maps/place/Ten.+コーヒーとチャイの店/data=!4m7!3m6!1s0x355393004147d0a1:0xda3f9cc1a9223f16!8m2!3d34.3237561!4d134.1188258!16s/g/11nhm7fvp1!19sChIJodBHQQCTUzURFj8iqcGcP9o?authuser=0&hl=ja&rclk=1,,,
GMP00036,珈琲小屋 PEN,google_maps,コーヒーショップ・喫茶店,香川県高松市鬼無町鬼無９８,,,4.7,19,営業開始: 10:00（金）,,https://www.google.com/maps/place/珈琲小屋+PEN/data=!4m7!3m6!1s0x3553e90037757fa1:0xf75b62980db9281!8m2!3d34.3152132!4d133.98831!16s/g/11vwgzfqd1!19sChIJoX91NwDpUzURgZLbgCm2dQ8?authuser=0&hl=ja&rclk=1,,,
GMP00037,喫茶猫も杓子も,google_maps,コーヒーショップ・喫茶店,香川県高松市高松町４−５,,,4.5,15,営業開始: 11:00,,https://www.google.com/maps/place/喫茶猫も杓子も/data=!4m7!3m6!1s0x355393d40df7b253:0x66ca0372da58f4b8!8m2!3d34.3365402!4d134.1068552!16s/g/11m6z48tr4!19sChIJU7L3DdSTUzURuPRY2nIDymY?authuser=0&hl=ja&rclk=1,,,
GMP00038,Cafe 暦 -coyomi-,google_maps,ノーマ カフェ 夜カフェ,,,,4.0,68,営業開始: 11:00（金）,,https://www.google.com/maps/place/Cafe+暦+-coyomi-/data=!4m7!3m6!1s0x3553c320ab5b9a85:0x86a9983520ed0a4a!8m2!3d34.28834!4d134.0170702!16s/g/11l014fyzh!19sChIJhZpbqyDDUzURSgrtIDWYqYY?authuser=0&hl=ja&rclk=1,,,
