判定,代表index,重複index,代表物件名,重複物件名,代表所在地,重複所在地,代表家賃,重複家賃,代表坪数,重複坪数,代表サイト,重複サイト,代表URL,重複URL
要確認候補,121,182,京都興産ビル ５F,貸店舗（一部） クイーンズスクエア第２ 7-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,16.5万円,5.5 万円,,9.54,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/
要確認候補,121,183,京都興産ビル ５F,貸店舗（一部） クイーンズスクエアービル第２ 6-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,16.5万円,5.5 万円,,8.93,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,https://www.mcrea.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/
要確認候補,121,186,京都興産ビル ５F,貸店舗（一部） クイーンズスクエア第２ 5-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,16.5万円,6.05 万円,,9.77,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f6b317/
要確認候補,121,190,京都興産ビル ５F,貸店舗（一部） クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,16.5万円,7.7 万円,,12.55,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/
要確認候補,121,199,京都興産ビル ５F,貸店舗（一部） 京都興産ビル ５F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,16.5万円,16.5 万円,,35.34,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/
要確認候補,121,204,京都興産ビル ５F,貸店舗（一部） 京都興産ビル 3F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,16.5万円,22 万円,,35.34,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/
要確認候補,121,214,京都興産ビル ５F,貸店舗（一部） ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,16.5万円,220 万円,,314.21,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,https://www.mcrea.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/
要確認候補,122,200,下田井町貸店舗事務所 1階,貸店舗・事務所(一部) 下田井町貸店舗事務所 1階,香川県高松市下田井町,香川県高松市下田井町,16.5万円,16.5 万円,,31.93,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68f1b59cc430a27e9e0ec70f/,https://www.mcrea.jp/kasi-tenpo/detail-68f1b59cc430a27e9e0ec70f/
要確認候補,123,201,錦町１丁目　小川マンション１階店舗 1階,貸店舗（一部） 錦町１丁目　小川マンション１階店舗 1階,香川県高松市錦町１丁目,香川県高松市錦町１丁目,16.5万円,16.5 万円,,20.56,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-699d42258f9bb7ed6b2b1bdd/,https://www.mcrea.jp/kasi-tenpo/detail-699d42258f9bb7ed6b2b1bdd/
要確認候補,124,147,プレシャス番町ビル（第一讃機ビル） 4 F北東ｶｰﾈｰｼｮﾝ,プレシャス番町ビル（第一讃機ビル） 2F南東コスモス,香川県高松市番町３丁目,香川県高松市番町３丁目,16.5万円,27.5万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63d8b7d3f47768688d0d5cfc/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63d8a4e80cccef06e5316d54/
要確認候補,124,167,プレシャス番町ビル（第一讃機ビル） 4 F北東ｶｰﾈｰｼｮﾝ,プレシャス番町ビル 4F,香川県高松市番町３丁目,香川県高松市番町３丁目,16.5万円,15.8 万円,,26.28,高松ハウジングサービス,瀬戸内ブルースカイ,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63d8b7d3f47768688d0d5cfc/,https://www.setouchibluesky.jp/kasi-tenpo/detail-68db7f1ba22de730730349b5/
要確認候補,125,165,シャトー古馬場　２階 2階,ソリッド 4D,香川県高松市古馬場町,香川県高松市古馬場町,16.5万円,11 万円,,12.72,高松ハウジングサービス,瀬戸内ブルースカイ,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d424941055706b417/,https://www.setouchibluesky.jp/kasi-tenpo/detail-66f2a1cb01c9da32355dd689/
要確認候補,125,188,シャトー古馬場　２階 2階,貸店舗（一部） 小林店舗 １階　東,香川県高松市古馬場町,香川県高松市古馬場町,16.5万円,7.15 万円,,5.71,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d424941055706b417/,https://www.mcrea.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/
要確認候補,125,193,シャトー古馬場　２階 2階,貸店舗（一部） ソリッド 4D,香川県高松市古馬場町,香川県高松市古馬場町,16.5万円,11 万円,,12.72,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d424941055706b417/,https://www.mcrea.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/
要確認候補,125,202,シャトー古馬場　２階 2階,貸店舗（一部） シャトー古馬場　２階 2階,香川県高松市古馬場町,香川県高松市古馬場町,16.5万円,16.5 万円,,19.93,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d424941055706b417/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055706b417/
要確認候補,126,157,高松市 屋島西町 (春日川駅) の貸店舗（一括）,西村ジョイ屋島店　１階テナント　Ｃ区画 1階,香川県高松市屋島西町,香川県高松市屋島西町,17万円,51.4272万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-680f3150c8d81631e329df64/
要確認候補,126,162,高松市 屋島西町 (春日川駅) の貸店舗（一括）,西村ジョイ屋島店　２階北 2階,香川県高松市屋島西町,香川県高松市屋島西町,17万円,262.7571万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-673304b1b1a9b138a07f12fd/
要確認候補,126,169,高松市 屋島西町 (春日川駅) の貸店舗（一括）,貸店舗（一部） 西村ジョイ屋島店　２階北 2階,香川県高松市屋島西町,香川県高松市屋島西町,17万円,262.7571 万円,,823.69,高松ハウジングサービス,植村不動産,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/,https://www.uemura-re.jp/kasi-tenpo/detail-6807684dece7cc2832b157bb/
要確認候補,126,203,高松市 屋島西町 (春日川駅) の貸店舗（一括）,貸店舗（一括） 高松市 屋島西町 (春日川駅) の貸店舗（一括）,香川県高松市屋島西町,香川県高松市屋島西町,17万円,17 万円,,40.07,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/,https://www.mcrea.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/
要確認候補,128,135,向山ビル２Ｆ 2F,京都興産ビル 3F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,19.8万円,22万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/
要確認候補,128,161,向山ビル２Ｆ 2F,ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,19.8万円,220万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/
要確認候補,128,175,向山ビル２Ｆ 2F,貸店舗（一部） クイーンズスクエア第２ビル 5－D,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,19.8万円,3.3 万円,,5.73,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/,https://www.mcrea.jp/kasi-tenpo/detail-5558977c42494231d07c6e16/
要確認候補,128,177,向山ビル２Ｆ 2F,貸店舗（一部） クイーンズスクエア第２ビル 3-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,19.8万円,4.4 万円,,6.79,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f3b317/
要確認候補,128,180,向山ビル２Ｆ 2F,貸店舗（一部） クイーンズスクエア第２ビル 5-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,19.8万円,5 万円,,8.07,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f7b317/
要確認候補,128,181,向山ビル２Ｆ 2F,貸店舗（一部） クイーンズスクエア第２ビル 3-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,19.8万円,5.28 万円,,7.47,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/,https://www.mcrea.jp/kasi-tenpo/detail-555b55d54249423b71542600/
要確認候補,128,182,向山ビル２Ｆ 2F,貸店舗（一部） クイーンズスクエア第２ 7-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,19.8万円,5.5 万円,,9.54,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/
要確認候補,128,183,向山ビル２Ｆ 2F,貸店舗（一部） クイーンズスクエアービル第２ 6-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,19.8万円,5.5 万円,,8.93,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/,https://www.mcrea.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/
要確認候補,128,186,向山ビル２Ｆ 2F,貸店舗（一部） クイーンズスクエア第２ 5-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,19.8万円,6.05 万円,,9.77,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f6b317/
要確認候補,128,190,向山ビル２Ｆ 2F,貸店舗（一部） クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,19.8万円,7.7 万円,,12.55,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/
要確認候補,128,199,向山ビル２Ｆ 2F,貸店舗（一部） 京都興産ビル ５F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,19.8万円,16.5 万円,,35.34,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/
要確認候補,128,204,向山ビル２Ｆ 2F,貸店舗（一部） 京都興産ビル 3F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,19.8万円,22 万円,,35.34,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/
要確認候補,128,214,向山ビル２Ｆ 2F,貸店舗（一部） ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,19.8万円,220 万円,,314.21,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/,https://www.mcrea.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/
要確認候補,129,156,Ｗｉｔｈビル 1階,カーラビル １F,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,19.8万円,49.5万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69aa7d5de563002bb48f101b/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d424941055700b417/
要確認候補,129,160,Ｗｉｔｈビル 1階,瓦町スクエアビルド ５階,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,19.8万円,83.13万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69aa7d5de563002bb48f101b/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-57aa80db9732ec15a177a0ec/
要確認候補,129,176,Ｗｉｔｈビル 1階,貸店舗（一部） クイ－ンズスケア第一 ５階Ｇ,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,19.8万円,3.96 万円,,6.37,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69aa7d5de563002bb48f101b/,https://www.mcrea.jp/kasi-tenpo/detail-5ae18c079732ec4a1d17c2d6/
要確認候補,129,191,Ｗｉｔｈビル 1階,貸店舗（一部） クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,19.8万円,7.7 万円,,6.7,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69aa7d5de563002bb48f101b/,https://www.mcrea.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/
要確認候補,129,212,Ｗｉｔｈビル 1階,貸店舗（一部） カーラビル １F,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,19.8万円,49.5 万円,,37.67,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69aa7d5de563002bb48f101b/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055700b417/
要確認候補,133,134,ガーデンコート高松 401,ガーデンコート高松 501,香川県高松市大工町,香川県高松市大工町,20.9万円,20.9万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5c822221d032a71c6cedffdc/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60bdd67067528231e3404a78/
要確認候補,133,151,ガーデンコート高松 401,ガーデンコート高松 2F,香川県高松市大工町,香川県高松市大工町,20.9万円,33万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5c822221d032a71c6cedffdc/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63e7433dd93d1c3663901541/
要確認候補,133,211,ガーデンコート高松 401,貸店舗（一部） ガーデンコート高松 2F,香川県高松市大工町,香川県高松市大工町,20.9万円,33 万円,,60.35,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5c822221d032a71c6cedffdc/,https://www.mcrea.jp/kasi-tenpo/detail-63e7433dd93d1c3663901541/
要確認候補,134,151,ガーデンコート高松 501,ガーデンコート高松 2F,香川県高松市大工町,香川県高松市大工町,20.9万円,33万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60bdd67067528231e3404a78/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63e7433dd93d1c3663901541/
要確認候補,134,211,ガーデンコート高松 501,貸店舗（一部） ガーデンコート高松 2F,香川県高松市大工町,香川県高松市大工町,20.9万円,33 万円,,60.35,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60bdd67067528231e3404a78/,https://www.mcrea.jp/kasi-tenpo/detail-63e7433dd93d1c3663901541/
