site,category,name,detail_url,list_url,page_no,site.1,category.1,detail_url.1,html_file,物件名,ページ見出し,賃料,管理費等,敷金/保証金,礼金,交通,所在地,築年月,使用部分面積,坪数/坪単価,その他交通,物件種目,賃料_2,敷引,保証金償却,その他一時金,造作譲渡,維持費等,保険等,権利金,坪単価,建物名・部屋番号,特記事項,設備,備考,坪数,土地面積,建階/階,建物構造,駐車場,バイク置き場,駐輪場,接道状況,用途地域,間取り,契約期間,現況,条件等,引渡可能時期,更新料,物件番号,情報公開日,次回更新予定日,200万円以下の金額,200万円を超え400万円以下の金額,400万円を超える金額,適格請求書発行,管理番号
エムクレア,貸店舗,クイーンズスクエア第２ 7-B,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html,1,エムクレア,貸店舗,https://www.mcrea.jp/kasi-tenpo/detail-58bf9517e5a69c0e2c12e0ed/,data\html\mcrea\detail\kasi-tenpo_detail-58bf9517e5a69c0e2c12e0ed.html,貸店舗（一括） 高松市 六条町 (水田駅) の貸店舗（一括）,(貸店舗（テナント）)高松市 六条町 (水田駅) の貸店舗（一括）の物件情報,25 万円,-,3ヶ月/なし,なし,高松琴平電鉄長尾線 / 水田駅 徒歩5分,香川県高松市六条町,2003年4月(築23年3ヶ月),182.38㎡,55.16坪／0.4532万円,高松琴平電鉄長尾線 / 元山駅 徒歩15分 高松琴平電鉄長尾線 / 西前田駅 徒歩20分,貸店舗（一括）,25万円,-,-,-,-,-,加入要　/　火災保険,-,0.4532万円,-,居抜き　飲食店可　デザイナーズ,男女別トイレ　オープンキッチン　収納スペース　バス・トイレ別室　シャワー　プロパンガス　ビルトインエアコン　トイレ２ヶ所　トイレ,主要採光面：南西向き ★現況：空き店舗／和食店「六条食房ふぅ」跡（居抜き）／随時内覧可 ★厨房機器等⇒残置物あり／駐車場⇒約１０台分あり／敷地約 １００坪あり,55.16坪,公簿 332.09㎡,2階建,鉄骨造,有　無料　空き10台,-,-,角地：２方道路　北50.0m 公道 接面14.9m　西30.5m 公道 接面24.6m,準住居　１種住居,-,3年,空,-,相談,-,6962665401,2017/03/08,2026/06/22,5.5％,4.4％,3.3％,,
