site_list,category_list,name,detail_url,list_url,page_no,site_detail,category_detail,html_file,物件名,ページ見出し,賃料,管理費等,敷金/保証金,礼金,交通,所在地,築年月,使用部分面積,坪数/坪単価,その他交通,物件種目,賃料_2,敷引,保証金償却,その他一時金,造作譲渡,維持費等,保険等,権利金,坪単価,建物名・部屋番号,特記事項,設備,備考,坪数,土地面積,建階/階,建物構造,駐車場,バイク置き場,駐輪場,接道状況,用途地域,間取り,契約期間,現況,条件等,引渡可能時期,更新料,物件番号,情報公開日,次回更新予定日,200万円以下の金額,200万円を超え400万円以下の金額,400万円を超える金額,適格請求書発行,管理番号,latitude,longitude
エムクレア,貸店舗,ソリッド 4D,https://www.mcrea.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html,1,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-60236530f54ec10a84ccca1f.html,貸店舗（一部） ソリッド 4D,(貸店舗（テナント）)ソリッド 4Dの物件情報,11 万円,"25,080円",2ヶ月/なし,11.00万円,高松琴平電鉄志度線 / 瓦町駅 徒歩6分,香川県高松市古馬場町,1991年10月(築34年9ヶ月),42.08㎡,12.72坪／0.8642万円,-,貸店舗（一部）,11万円,-,-,-,-,-,加入要　/　火災保険　2年間,-,0.8642万円,ソリッド 4D,飲食店可,-,賃貸保証等：加入要 興和アシスト・全保連　プラン有 カラオケ業者指定有,12.72坪,-,7階建/4階,ＳＲＣ,なし,なし,なし,-,-,-,2年,空,-,相談,-,6972816432,2025/09/08,2026/06/22,5.5％,4.4％,3.3％,,,34.3425721,134.0518077
エムクレア,貸店舗,高松市 扇町２丁目 (昭和町駅) の貸店舗（一部）,https://www.mcrea.jp/kasi-tenpo/detail-67f20f823d177354830cb311/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html,1,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-67f20f823d177354830cb311.html,貸店舗（一部） 高松市 扇町２丁目 (昭和町駅) の貸店舗（一部）,(貸店舗（テナント）)高松市 扇町２丁目 (昭和町駅) の貸店舗（一部）の物件情報,13.2 万円,-,3ヶ月/なし,1ヶ月,ＪＲ高徳線 / 昭和町駅 徒歩9分,香川県高松市扇町２丁目,1970年1月(築56年6ヶ月),135.25㎡,40.91坪／0.3227万円,ＪＲ予讃線 / 高松駅 徒歩17分 高松琴平電鉄琴平線 / 瓦町駅 徒歩20分,貸店舗（一部）,13.2万円,-,-,-,-,-,加入要,-,0.3227万円,１F,飲食店可,都市ガス,賃貸保証等：加入要 初回賃料総額８０％、更新料毎年賃料総額１０％,40.91坪,-,3階建/1階,鉄骨造,なし,なし,なし,角地：２方道路　東　南,商業地域,-,2年,空,-,相談,-,6985872804,2026/05/16,2026/06/27,5.5％,4.4％,3.3％,,,34.3436406,134.0266638
エムクレア,貸店舗,ＡＫビル片原町Ⅱ　２階　北西 （２０２号）,https://www.mcrea.jp/kasi-tenpo/detail-684a89ea243a5b1d0deb1257/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html,1,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-684a89ea243a5b1d0deb1257.html,貸店舗（一部） ＡＫビル片原町Ⅱ　２階　北西 （２０２号）,(貸店舗（テナント）)ＡＫビル片原町Ⅱ　２階　北西 （２０２号）の物件情報,13.2 万円,"22,000円",6ヶ月/なし,なし,高松琴平電鉄琴平線 / 片原町駅 徒歩2分,香川県高松市片原町,1979年6月(築47年1ヶ月),69.48㎡,21.01坪／0.6281万円,-,貸店舗（一部）,13.2万円,-,-,-,-,-,加入要　/　店舗総合保険,-,0.6281万円,ＡＫビル片原町Ⅱ　２階　北西 （２０２号）,飲食店可　角部屋,エレベーター　都市ガス　トイレ２ヶ所,賃貸保証等：加入要 全保連、興和アシスト、ＵＳＥＮ　等。 ※　別途商店街費要,21.01坪,-,8階建/2階,ＳＲＣ,-,-,-,-,-,-,3年,空,-,即時,なし,6986659437,2025/06/16,2026/06/29,5.5％,4.4％,3.3％,,,34.3458826,134.0543651
エムクレア,貸店舗,大内ビル 1階,https://www.mcrea.jp/kasi-tenpo/detail-6833f5d6c196ea30e30ea1ee/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html,1,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-6833f5d6c196ea30e30ea1ee.html,貸店舗（一部） 大内ビル 1階,(貸店舗（テナント）)大内ビル 1階の物件情報,15 万円,なし,6ヶ月/なし,なし,高松琴平電鉄琴平線 / 片原町駅 徒歩5分,香川県高松市今新町,1975年5月(築51年2ヶ月),69.03㎡,20.88坪／0.7184万円,-,貸店舗（一部）,15万円,-,-,-,-,-,加入要　/　店舗総合保険,-,0.7184万円,大内ビル 1階,居抜き　飲食店可,エアコン　多機能トイレ,賃貸保証等：加入要 全保連、興和アシスト、ＵＳＥＮ　等 今新町　１階路面店　居抜き物件 軽飲食可！！　即営業できます！,20.88坪,-,3階建/1階,ＳＲＣ,なし,-,-,-,-,-,3年,空,-,即時,なし,6986442377,2025/05/27,2026/06/22,5.5％,4.4％,3.3％,,,34.2609473,134.034365
エムクレア,貸店舗,常盤町Ｋ店舗 2階,https://www.mcrea.jp/kasi-tenpo/detail-67c2a5191f9c584e0ffb8c6a/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html,1,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-67c2a5191f9c584e0ffb8c6a.html,貸店舗（一部） 常盤町Ｋ店舗 2階,(貸店舗（テナント）)常盤町Ｋ店舗 2階の物件情報,15.4 万円,"5,000円",3ヶ月/なし,1ヶ月,高松琴平電鉄琴平線 / 瓦町駅 徒歩3分,香川県高松市常磐町１丁目,1976年7月(築50年),75.44㎡,22.82坪／0.6749万円,高松琴平電鉄志度線 / 瓦町駅 徒歩7分,貸店舗（一部）,15.4万円,-,-,-,-,-,加入要,-,0.6749万円,常盤町Ｋ店舗,土曜日利用可　土日・祝日利用可　飲食店可　１フロア１テナント,収納スペース　都市ガス　動力あり　エアコン　トイレ,賃貸保証等：加入要 初回保証料１７８，８００円　継続保証委託料１７，８８０円 ■保証会社に加入（全保連、興和アシスト等に加入） ■６カ月前の解約 予告 ■原状渡し ■ゴミ回収改修費は各自業者手配 ■商店街組合費別途必要,22.82坪,-,5階建/2階,ＳＲＣ,なし,なし,なし,角地：２方道路　西　北,-,-,2年,空,-,相談,-,6985409078,2026/01/08,2026/06/24,5.5％,4.4％,3.3％,,-,34.3387776,134.0510854
エムクレア,貸店舗,ツゥーフィートビル 5-B,https://www.mcrea.jp/kasi-tenpo/detail-682a97c00113b83abe1a03d1/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html,1,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-682a97c00113b83abe1a03d1.html,貸店舗（一部） ツゥーフィートビル 5-B,(貸店舗（テナント）)ツゥーフィートビル 5-Bの物件情報,16.5 万円,"30,756円",3ヶ月/なし,1ヶ月,高松琴平電鉄琴平線 / 瓦町駅 徒歩10分,香川県高松市鍛冶屋町,1991年9月(築34年10ヶ月),61.62㎡,18.63坪／0.8852万円,ＪＲ高徳線 / 高松駅 徒歩14分 ＪＲ予讃線 / 高松駅 徒歩14分,貸店舗（一部）,16.5万円,-,-,-,-,-,加入要　/　火災保険　3年間,-,0.8852万円,ツゥーフィートビル 5-B,スケルトン　土日・祝日利用可　飲食店可　最上階　耐震構造(新耐震基準)　天井高２.５ｍ以上,防犯カメラ　エレベーター　動力あり　インターネット対応　有線放送,賃貸保証等：加入要 ＵＳＥＮ賃貸保証 バルコニー：あり 主要採光面：北向き,18.63坪,-,5階建/5階,ＲＣ,-,-,-,南6.5m 公道 接面16.0m,商業地域,-,2031年03月30日まで,空,定期借家,即時,新賃料 1ヶ月,6986361444,2026/04/27,2026/06/28,5.5％,4.4％,3.3％,可,,34.3428604,134.0487343
エムクレア,貸店舗,京都興産ビル ５F,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html,1,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-5b433431e5a69c481006210e.html,貸店舗（一部） 京都興産ビル ５F,(貸店舗（テナント）)京都興産ビル ５Fの物件情報,16.5 万円,"7,700円",3ヶ月/なし,なし,高松琴平電鉄志度線 / 瓦町駅 徒歩4分,香川県高松市瓦町１丁目,1976年10月(築49年9ヶ月),116.86㎡,35.34坪／0.4668万円,-,貸店舗（一部）,16.5万円,-,-,-,-,-,-,-,0.4668万円,京都興産ビル ５F,飲食店可　最上階,男女別トイレ　エレベーター　トイレ２ヶ所,,35.34坪,-,6階建/5階,ＲＣ,-,-,-,-,-,-,2年,空,-,即時,-,6966181276,2026/02/05,2026/06/26,5.5％,4.4％,3.3％,,,34.3178937,133.8417036
エムクレア,貸店舗,下田井町貸店舗事務所 1階,https://www.mcrea.jp/kasi-tenpo/detail-68f1b59cc430a27e9e0ec70f/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html,1,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-68f1b59cc430a27e9e0ec70f.html,貸店舗・事務所(一部) 下田井町貸店舗事務所 1階,(貸店舗（テナント）)下田井町貸店舗事務所 1階の物件情報,16.5 万円,"9,900円",2ヶ月/なし,1ヶ月,高松琴平電鉄長尾線 / 水田駅 徒歩25分,香川県高松市下田井町,1997年2月(築29年5ヶ月),105.56㎡,31.93坪／0.5168万円,高松琴平電鉄長尾線 / 西前田駅 徒歩27分,貸店舗・事務所(一部),16.5万円,なし,-,-,-,-,加入要,-,0.5168万円,下田井町貸店舗事務所,飲食店可　駐車場３台分以上　天井高２.５ｍ以上,男女別トイレ　給湯　プロパンガス　エアコン　トイレ,主要採光面：南向き,31.93坪,-,3階建/1階,ＲＣ,有　無料　空き8台　　備考：近隣（物件北側）にも２台分　有,-,-,-,-,-,2年,空,-,相談,-,6988042236,2025/11/04,2026/07/03,5.5％,4.4％,3.3％,,,34.293847,134.0928756
エムクレア,貸店舗,錦町１丁目　小川マンション１階店舗 1階,https://www.mcrea.jp/kasi-tenpo/detail-699d42258f9bb7ed6b2b1bdd/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html,1,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-699d42258f9bb7ed6b2b1bdd.html,貸店舗（一部） 錦町１丁目　小川マンション１階店舗 1階,(貸店舗（テナント）)錦町１丁目　小川マンション１階店舗 1階の物件情報,16.5 万円,-,3ヶ月/なし,1ヶ月,ＪＲ予讃線 / 高松駅 徒歩6分,香川県高松市錦町１丁目,1987年8月(築38年11ヶ月),68.00㎡,20.56坪／0.8022万円,-,貸店舗（一部）,16.5万円,なし,-,-,-,-,加入要　/　テナント保険,-,0.8022万円,錦町１丁目　小川マンション１階店舗,居抜き　土日・祝日利用可　飲食店可　１フロア１テナント　天井高２.５ｍ以上,冷蔵庫　プロパンガス　ビルトインエアコン　トイレ,賃貸保証等：加入要 全保連 主要採光面：南向き 図面は概略図ですので、必ず内見してください。内見結果が優先です「建物面積／使用部分面積」も概算で す。 テナントによっては不適格または多大な改修費用が発生する場合がありますので、契約前に、保健所、消防などの行政機関にご相談ください。 また、管理費は契約時に別途計算させて頂きます。,20.56坪,公簿 149.75㎡,6階建/1階,鉄骨造,なし,なし,なし,南6.0m 公道 接面8.2m,商業地域,1,2年,空,-,即時,-,6989634988,2026/04/08,2026/07/01,5.5％,4.4％,3.3％,不可,,34.3475208,134.044579
エムクレア,貸店舗,シャトー古馬場　２階 2階,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055706b417/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html,1,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-5558977d424941055706b417.html,貸店舗（一部） シャトー古馬場　２階 2階,(貸店舗（テナント）)シャトー古馬場　２階 2階の物件情報,16.5 万円,-,1ヶ月/なし,なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩6分,香川県高松市古馬場町,1973年1月(築53年6ヶ月),65.91㎡,19.93坪／0.8276万円,高松琴平電鉄志度線 / 瓦町駅 徒歩5分,貸店舗（一部）,16.5万円,なし,-,-,-,-,-,-,0.8276万円,シャトー古馬場　２階,居抜き　24時間利用可　飲食店可,男女別トイレ　エレベーター　エアコン　トイレ,保証人不要！,19.93坪,-,6階建/2階,ＲＣ,-,-,-,-,商業地域,-,2年,空,-,即時,-,6956189401,2026/03/05,2026/06/26,5.5％,4.4％,3.3％,,,34.3425721,134.0518077
エムクレア,貸店舗,高松市 屋島西町 (春日川駅) の貸店舗（一括）,https://www.mcrea.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html?page=2,2,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-67ba76203e48c91c26797ad3.html,貸店舗（一括） 高松市 屋島西町 (春日川駅) の貸店舗（一括）,(貸店舗（テナント）)高松市 屋島西町 (春日川駅) の貸店舗（一括）の物件情報,17 万円,-,なし/なし,なし,高松琴平電鉄志度線 / 春日川駅 徒歩27分,香川県高松市屋島西町,1984年9月(築41年10ヶ月),132.48㎡,40.07坪／0.4243万円,高松琴平電鉄志度線 / 潟元駅 徒歩22分,貸店舗（一括）,17万円,-,-,-,-,-,"加入要　/　2年間　30,000円",-,0.4243万円,-,居抜き　飲食店可　駐車場３台分以上　保証人不要,オープンキッチン　室内洗濯機置場　洗濯機置場　トイレ２ヶ所　トイレ,賃貸保証等：加入要 オリコフォレントインシュア,40.07坪,-,2階建,鉄骨造,有　無料　空き4台　　備考：４～６台可能,-,-,-,１種中高,-,2年,空,-,即時,-,6985334520,2025/02/23,2026/06/28,5.5％,4.4％,3.3％,可,,34.241395,134.104442
エムクレア,貸店舗,京都興産ビル 3F,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html?page=2,2,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-5b432f98d032a70dc813f561.html,貸店舗（一部） 京都興産ビル 3F,(貸店舗（テナント）)京都興産ビル 3Fの物件情報,22 万円,-,3ヶ月/なし,なし,高松琴平電鉄志度線 / 瓦町駅 徒歩4分,香川県高松市瓦町１丁目,1976年10月(築49年9ヶ月),116.86㎡,35.34坪／0.6224万円,-,貸店舗（一部）,22万円,-,-,-,-,-,-,-,0.6224万円,京都興産ビル 3F,飲食店可,エレベーター　トイレ,礼金・保証金不要！,35.34坪,-,6階建/3階,ＲＣ,-,-,-,-,-,-,2年,空,-,即時,-,6966181154,2026/02/05,2026/06/26,5.5％,4.4％,3.3％,,,34.3178937,133.8417036
エムクレア,貸店舗,じゃこ丸ビル ５階　南,https://www.mcrea.jp/kasi-tenpo/detail-681acd9ced5168205e52f3c4/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html?page=2,2,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-681acd9ced5168205e52f3c4.html,貸店舗（一部） じゃこ丸ビル ５階　南,(貸店舗（テナント）)じゃこ丸ビル ５階　南の物件情報,22 万円,"33,000円",6ヶ月/なし,なし,ＪＲ高徳線 / 高松駅 徒歩3分,香川県高松市西の丸町,2016年6月(築10年1ヶ月),92.00㎡,27.82坪／0.7906万円,-,貸店舗（一部）,22万円,-,-,-,-,-,加入要　/　店舗総合保険,-,0.7906万円,じゃこ丸ビル ５階　南,居抜き　飲食店可　最上階　国道沿いに面する,収納スペース　エレベーター　ビルトインエアコン　多機能トイレ,賃貸保証等：加入要 全保連、興和アシスト、ＵＳＥＮ　等 他所在地：１３番地５　１３番地７ 主要採光面：南向き,27.82坪,-,5階建/5階,鉄骨造,-,-,-,角地：２方道路　南　西,-,-,3年,空,-,即時,なし,6986206533,2025/05/07,2026/06/29,5.5％,4.4％,3.3％,,,34.3488268,134.0484856
エムクレア,貸店舗,パールコート 1階,https://www.mcrea.jp/kasi-tenpo/detail-69e1f4f32b1cfe70dd417739/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html?page=2,2,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-69e1f4f32b1cfe70dd417739.html,貸店舗・事務所(一部) パールコート 1階,(貸店舗（テナント）)パールコート 1階の物件情報,22 万円,-,2ヶ月/なし,1ヶ月,高松琴平電鉄琴平線 / 片原町駅 徒歩5分,香川県高松市百間町,1990年5月(築36年2ヶ月),124.58㎡,37.68坪／0.5838万円,ＪＲ高徳線 / 高松駅 徒歩12分 高松琴平電鉄志度線 / 瓦町駅 徒歩12分,貸店舗・事務所(一部),22万円,-,-,-,-,-,-,-,0.5838万円,パールコート,スケルトン　土日・祝日利用可　飲食店可,-,,37.68坪,-,4階建/1階,ＲＣ,なし,-,-,-,-,-,2年,空,-,即時,-,6990383977,2026/04/17,2026/06/29,5.5％,4.4％,3.3％,,,34.3451724,134.0528471
エムクレア,貸店舗,高松市 百間町 (瓦町駅) の貸店舗（一部）,https://www.mcrea.jp/kasi-tenpo/detail-68959441674fe57902cecc97/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html?page=2,2,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-68959441674fe57902cecc97.html,貸店舗（一部） 高松市 百間町 (瓦町駅) の貸店舗（一部）,(貸店舗（テナント）)高松市 百間町 (瓦町駅) の貸店舗（一部）の物件情報,22 万円,なし,2ヶ月/なし,1ヶ月,高松琴平電鉄志度線 / 瓦町駅 徒歩11分,香川県高松市百間町,1990年3月(築36年4ヶ月),124.58㎡,37.68坪／0.5838万円,高松琴平電鉄琴平線 / 片原町駅 徒歩6分 高松琴平電鉄琴平線 / 瓦町駅 徒歩12分,貸店舗（一部）,22万円,-,-,-,-,-,加入要,-,0.5838万円,102,スケルトン　24時間利用可　土曜日利用可　土日・祝日利用可　飲食店可　１フロア１テナント,エレベーター　都市ガス　ビルトインエアコン　エアコン　インターネット対応,賃貸保証等：加入要 月額賃料等×１００％＋保証システム登録事務手数料：３，３００円　月額賃料等の１．５％保証料 パールコート１０２号 飲食可 建物 向かい側に大型コインパーキングあり スケルトン テナント　店舗,37.68坪,-,5階建/1階,ＲＣ,-,-,-,-,-,-,2年,空,-,相談,-,6987278495,2025/11/21,2026/06/29,5.5％,4.4％,3.3％,,,34.3451724,134.0528471
エムクレア,貸店舗,高松市 六条町 (水田駅) の貸店舗（一括）,https://www.mcrea.jp/kasi-tenpo/detail-58bf9517e5a69c0e2c12e0ed/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html?page=2,2,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-58bf9517e5a69c0e2c12e0ed.html,貸店舗（一括） 高松市 六条町 (水田駅) の貸店舗（一括）,(貸店舗（テナント）)高松市 六条町 (水田駅) の貸店舗（一括）の物件情報,25 万円,-,3ヶ月/なし,なし,高松琴平電鉄長尾線 / 水田駅 徒歩5分,香川県高松市六条町,2003年4月(築23年3ヶ月),182.38㎡,55.16坪／0.4532万円,高松琴平電鉄長尾線 / 元山駅 徒歩15分 高松琴平電鉄長尾線 / 西前田駅 徒歩20分,貸店舗（一括）,25万円,-,-,-,-,-,加入要　/　火災保険,-,0.4532万円,-,居抜き　飲食店可　デザイナーズ,男女別トイレ　オープンキッチン　収納スペース　バス・トイレ別室　シャワー　プロパンガス　ビルトインエアコン　トイレ２ヶ所　トイレ,主要採光面：南西向き ★現況：空き店舗／和食店「六条食房ふぅ」跡（居抜き）／随時内覧可 ★厨房機器等⇒残置物あり／駐車場⇒約１０台分あり／敷地約 １００坪あり,55.16坪,公簿 332.09㎡,2階建,鉄骨造,有　無料　空き10台,-,-,角地：２方道路　北50.0m 公道 接面14.9m　西30.5m 公道 接面24.6m,準住居　１種住居,-,3年,空,-,相談,-,6962665401,2017/03/08,2026/06/22,5.5％,4.4％,3.3％,,,,
エムクレア,貸店舗,高松市 鍛冶屋町 (瓦町駅) の貸店舗（一部）,https://www.mcrea.jp/kasi-tenpo/detail-59d30e12e5a69c6ccf3e274c/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html?page=2,2,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-59d30e12e5a69c6ccf3e274c.html,貸店舗（一部） 高松市 鍛冶屋町 (瓦町駅) の貸店舗（一部）,(貸店舗（テナント）)高松市 鍛冶屋町 (瓦町駅) の貸店舗（一部）の物件情報,26.4 万円,"22,000円",3ヶ月/なし,なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩10分,香川県高松市鍛冶屋町,1988年1月(築38年6ヶ月),124.23㎡,37.57坪／0.7026万円,高松琴平電鉄琴平線 / 片原町駅 徒歩10分 ＪＲ高徳線 / 高松駅 徒歩14分,貸店舗（一部）,26.4万円,-,-,-,-,-,-,-,0.7026万円,3Ｆ,飲食店可,都市ガス　エアコン　トイレ,賃貸保証等：加入要 全保連（株）初回保障委託料　賃料・共益費の８０％　２年目以降　賃料・共益費の１０％／年,37.57坪,-,6階建/3階,ＲＣ,なし,なし,なし,北 公道,商業地域,-,3年,空,-,即時,-,6964215955,2026/05/15,2026/06/26,5.5％,4.4％,3.3％,,,34.3428604,134.0487343
エムクレア,貸店舗,高松市 国分寺町福家 (挿頭丘駅) の貸店舗・事務所(一部),https://www.mcrea.jp/kasi-tenpo/detail-68955a821363053550874c30/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html?page=2,2,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-68955a821363053550874c30.html,貸店舗・事務所(一部) 高松市 国分寺町福家 (挿頭丘駅) の貸店舗・事務所(一部),(貸店舗（テナント）)高松市 国分寺町福家 (挿頭丘駅) の貸店舗・事務所(一部)の物件情報,33 万円,なし,3ヶ月/なし,1ヶ月,高松琴平電鉄琴平線 / 挿頭丘駅 徒歩14分,香川県高松市国分寺町福家,2001年4月(築25年3ヶ月),108.27㎡,32.75坪／1.0076万円,高松琴平電鉄琴平線 / 岡本駅 徒歩23分 高松琴平電鉄琴平線 / 畑田駅 徒歩24分,貸店舗・事務所(一部),33万円,なし,-,-,-,-,加入要,-,1.0076万円,-,飲食店可,トイレ,賃貸保証等：加入要 興和アシスト㈱へ加入要 バルコニー：あり 業種によっては価格相談可。,32.75坪,-,2階建/1階,木造,有　無料　空き15台,-,-,-,-,2,3年,空,-,即時,なし,6987273483,2025/08/08,2026/06/26,5.5％,4.4％,3.3％,,,34.2790659,133.972223
エムクレア,貸店舗,ガーデンコート高松 2F,https://www.mcrea.jp/kasi-tenpo/detail-63e7433dd93d1c3663901541/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html?page=2,2,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-63e7433dd93d1c3663901541.html,貸店舗（一部） ガーデンコート高松 2F,(貸店舗（テナント）)ガーデンコート高松 2Fの物件情報,33 万円,-,20.00万円/なし,66.00万円,高松琴平電鉄琴平線 / 片原町駅 徒歩5分,香川県高松市大工町,1991年4月(築35年3ヶ月),199.51㎡,60.35坪／0.5468万円,高松琴平電鉄志度線 / 瓦町駅 徒歩10分 ＪＲ高徳線 / 高松駅 徒歩14分,貸店舗（一部）,33万円,-,-,-,-,-,加入要　/　Ｃｈｕｂｂ少額短期保険　2年間,-,0.5468万円,ガーデンコート高松 2F,24時間利用可　土曜日利用可　土日・祝日利用可　飲食店可　１フロア１テナント　角部屋　保証人不要,エアコン２台以上　収納スペース　エレベーター　都市ガス　ビルトインエアコン　エアコン　トイレ,賃貸保証等：加入要 相談可 ２Ｆは約８１．９８㎡、３Ｆは約４２．９７㎡、条件等相談可能 入町料　（１０，０００円）　商店街賦課金（１１，４６８円 ）あり。,60.35坪,-,地上5階地下2階建/2～3階,ＲＣ,-,なし,なし,南　東,-,-,1年,空,-,相談,-,6978415413,2023/02/11,2026/06/27,5.5％,4.4％,3.3％,,,34.2609473,134.034365
エムクレア,貸店舗,カーラビル １F,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055700b417/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html?page=2,2,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-5558977d424941055700b417.html,貸店舗（一部） カーラビル １F,(貸店舗（テナント）)カーラビル １Fの物件情報,49.5 万円,"11,000円",3ヶ月/なし,なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩6分,香川県高松市瓦町２丁目,1977年5月(築49年2ヶ月),124.54㎡,37.67坪／1.314万円,高松琴平電鉄琴平線 / 片原町駅 徒歩12分,貸店舗（一部）,49.5万円,なし,-,-,-,-,-,-,1.314万円,カーラビル １F,スケルトン　24時間利用可　土曜日利用可　飲食店可,エアコン２台以上　プロパンガス　動力あり,,37.67坪,-,6階建/1階,ＳＲＣ,-,-,-,-,商業地域,-,2年,空,-,相談,-,6955739633,2026/05/19,2026/06/23,5.5％,4.4％,3.3％,,,34.3400205,134.0501426
エムクレア,貸店舗,ソレイユ第一ビル 202,https://www.mcrea.jp/kasi-tenpo/detail-555897fe42494105814fab17/,https://www.mcrea.jp/kasi-tenpo/kagawa/result/takamatsu-city.html?page=2,2,エムクレア,貸店舗,data\html\mcrea\detail\kasi-tenpo_detail-555897fe42494105814fab17.html,貸店舗（一部） ソレイユ第一ビル 202,(貸店舗（テナント）)ソレイユ第一ビル 202の物件情報,53.96 万円,"161,882円",6ヶ月/なし,なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩5分,香川県高松市亀井町,1983年10月(築42年9ヶ月),324.36㎡,98.11坪／0.55万円,-,貸店舗（一部）,53.96万円,-,-,-,-,-,加入要　/　店舗総合保険,-,0.55万円,ソレイユ第一ビル 202,飲食店可,エレベーター,賃貸保証等：加入要 興和アシスト株式会社　全保連株式会社　等 亀井町　田町交番近く　２Ｆ　約９８．１１坪 スケルトン　飲食店可,98.11坪,-,地上5階地下1階建/2階,ＳＲＣ,なし,-,-,-,-,-,3年,空,-,即時,-,6933361901,2020/08/17,2026/06/29,5.5％,4.4％,3.3％,,,34.3400205,134.0501426
