site,category,物件名,ページタイトル,detail_url,html_file,物件No,所在地,交通,賃料,坪単価,管理費,保証金,解約引,敷金,礼金,建物/専有面積,土地面積,築年月,駐車場,所在階,地上階数,地下階数,取引,物件登録日,情報更新日,備考
テナントショップ,賃貸店舗・事務所,高松市 賃貸店舗・事務所,高松市百間町9-13 貸店舗・事務所（37.68坪）｜テナントショップネットワーク,https://www.tenant-shop.jp/detail/e-527623/,data\html\tenant_shop\detail\detail_e-527623.html,f10350-527623-6987278409,高松市百間町9-13,瓦町駅,22.00万円～,(坪単価：0.58万円),-,,,礼金,2ヶ月,124.58m2 (37.68坪),-,1990年5月,-,１階,地下階数,-,仲介,2026年4月23日,2026年4月28日,パールコート１０２号 / 飲食可 / スケルトン
